model,estimator,K,N,MAE,median_AE,max_AE,num_rows
"3B","tail_smoothed_moment",256,48,0.05595915505890052,0.023222211695400397,0.2943739597203492,119
"3B","tail_smoothed_moment",256,64,0.0629865893999546,0.022935819498678893,0.3127985496831047,119
"3B","tail_smoothed_moment",256,128,0.07667027195696921,0.02403821119505556,0.4061990131458122,119
"3B","tail_smoothed_moment",256,256,0.08888843232845535,0.033706448240840646,0.49372215057591917,119
"3B","tail_smoothed_moment",512,1,0.011109610747708186,0.008256392045454586,0.05615234375,119
"3B","tail_smoothed_moment",512,2,0.011899459079716205,0.00876051729375682,0.06009793281555187,119
"3B","tail_smoothed_moment",512,4,0.014571650075592676,0.00761899389587728,0.09228570551111531,119
"3B","tail_smoothed_moment",512,8,0.018818617905169262,0.010679456021429163,0.11184017919764855,119
"3B","tail_smoothed_moment",512,16,0.024552240421343366,0.012136565686383554,0.13392490208562685,119
"3B","tail_smoothed_moment",512,32,0.033291572704758396,0.01453214096059352,0.20568995284044223,119
"3B","tail_smoothed_moment",512,48,0.039656291050305055,0.012856823490346447,0.25656058075498417,119
"3B","tail_smoothed_moment",512,64,0.04523557125470044,0.016885370337730632,0.297853255362993,119
"3B","tail_smoothed_moment",512,128,0.05923506709487494,0.022450864304844886,0.40303763788501307,119
"3B","tail_smoothed_moment",512,256,0.07416602834281262,0.029239487677921245,0.5107605021955217,119
"3B","tail_smoothed_moment",1024,1,0.008749825613839286,0.0068359375,0.0584716796875,119
"3B","tail_smoothed_moment",1024,2,0.009393794947311658,0.006705284118652344,0.06489050388336182,119
"3B","tail_smoothed_moment",1024,4,0.01251673777624918,0.00747689737167434,0.08231394651971868,119
"3B","tail_smoothed_moment",1024,8,0.016681096902309202,0.008832819235981892,0.09175385656876722,119
"3B","tail_smoothed_moment",1024,16,0.021528827380215738,0.011779249974978673,0.10235814275153765,119
"3B","tail_smoothed_moment",1024,32,0.028698157558223136,0.012553747381403062,0.16309333643774138,119
"3B","tail_smoothed_moment",1024,48,0.03472519117696248,0.014650608991281455,0.2053990157251484,119
"3B","tail_smoothed_moment",1024,64,0.03894576320378765,0.01497100153420483,0.23555478315900424,119
"3B","tail_smoothed_moment",1024,128,0.049999429551660285,0.0178909753750039,0.33714504668011497,119
"3B","tail_smoothed_moment",1024,256,0.06436290002229664,0.030498958920499277,0.42571875318625185,119
