model,problem_idx,K,N,estimator,predicted,actual,abs_error,difficulty_bin
"3B",1,8,48,"raw_plugin",0.0,0.013813232247475285,0.013813232247475285,"hard"
"3B",1,8,48,"hierarchical_shrinkage",0.4121788547661768,0.013813232247475285,0.39836562251870156,"hard"
"3B",1,8,48,"tail_smoothed_moment",0.0,0.013813232247475285,0.013813232247475285,"hard"
"3B",1,8,48,"oracle_full_distribution",0.01267167950626789,0.013813232247475285,0.0011415527412073946,"hard"
"3B",1,8,64,"raw_plugin",0.0,0.012063440212475046,0.012063440212475046,"hard"
"3B",1,8,64,"hierarchical_shrinkage",0.40985134516045885,0.012063440212475046,0.3977879049479838,"hard"
"3B",1,8,64,"tail_smoothed_moment",0.0,0.012063440212475046,0.012063440212475046,"hard"
"3B",1,8,64,"oracle_full_distribution",0.010733656205647868,0.012063440212475046,0.0013297840068271782,"hard"
"3B",1,8,128,"raw_plugin",0.0,0.006864366899215622,0.006864366899215622,"hard"
"3B",1,8,128,"hierarchical_shrinkage",0.4024962735524321,0.006864366899215622,0.3956319066532165,"hard"
"3B",1,8,128,"tail_smoothed_moment",0.0,0.006864366899215622,0.006864366899215622,"hard"
"3B",1,8,128,"oracle_full_distribution",0.005505467680974441,0.006864366899215622,0.0013588992182411814,"hard"
"3B",1,8,256,"raw_plugin",0.0,0.001447932460171495,0.001447932460171495,"hard"
"3B",1,8,256,"hierarchical_shrinkage",0.39295301069235045,0.001447932460171495,0.39150507823217895,"hard"
"3B",1,8,256,"tail_smoothed_moment",0.0,0.001447932460171495,0.001447932460171495,"hard"
"3B",1,8,256,"oracle_full_distribution",0.0011838148698062748,0.001447932460171495,0.00026411759036522016,"hard"
"3B",10,8,1,"raw_plugin",0.625,0.33935546875,0.28564453125,"medium"
"3B",10,8,1,"hierarchical_shrinkage",0.46028098739495793,0.33935546875,0.12092551864495793,"medium"
"3B",10,8,1,"tail_smoothed_moment",0.625,0.33935546875,0.28564453125,"medium"
"3B",10,8,1,"oracle_full_distribution",0.33984375,0.33935546875,0.00048828125,"medium"
"3B",10,8,2,"raw_plugin",0.796875,0.37166714668273926,0.42520785331726074,"medium"
"3B",10,8,2,"hierarchical_shrinkage",0.49281556799966075,0.37166714668273926,0.1211484213169215,"medium"
"3B",10,8,2,"tail_smoothed_moment",0.7864583333333334,0.37166714668273926,0.4147911866505941,"medium"
"3B",10,8,2,"oracle_full_distribution",0.3744601011276245,0.37166714668273926,0.002792954444885254,"medium"
"3B",10,8,4,"raw_plugin",0.941162109375,0.3776135109959,0.5635485983791,"medium"
"3B",10,8,4,"hierarchical_shrinkage",0.5166055119032648,0.3776135109959,0.13899200090736474,"medium"
"3B",10,8,4,"tail_smoothed_moment",0.9283040364583334,0.3776135109959,0.5506905254624334,"medium"
"3B",10,8,4,"oracle_full_distribution",0.3777155110184438,0.3776135109959,0.00010200002254379115,"medium"
"3B",10,8,8,"raw_plugin",0.9961089491844177,0.35005896868531206,0.6460499804991057,"medium"
"3B",10,8,8,"hierarchical_shrinkage",0.5267399927592806,0.35005896868531206,0.17668102407396857,"medium"
"3B",10,8,8,"tail_smoothed_moment",0.9909368952115377,0.35005896868531206,0.6408779265262257,"medium"
"3B",10,8,8,"oracle_full_distribution",0.34233849676990136,0.35005896868531206,0.007720471915410698,"medium"
"3B",10,8,16,"raw_plugin",0.9999847414437646,0.2781208442007284,0.7218638972430362,"medium"
"3B",10,8,16,"hierarchical_shrinkage",0.528073029634103,0.2781208442007284,0.24995218543337455,"medium"
"3B",10,8,16,"tail_smoothed_moment",0.9998142133748983,0.2781208442007284,0.7216933691741698,"medium"
"3B",10,8,16,"oracle_full_distribution",0.2661096138734325,0.2781208442007284,0.012011230327295896,"medium"
"3B",10,8,32,"raw_plugin",0.9999999997671694,0.17523640473862084,0.8247635950285486,"medium"
"3B",10,8,32,"hierarchical_shrinkage",0.5258745301097006,0.17523640473862084,0.3506381253710798,"medium"
"3B",10,8,32,"tail_smoothed_moment",0.9999999019645274,0.17523640473862084,0.8247634972259066,"medium"
"3B",10,8,32,"oracle_full_distribution",0.1671918134902038,0.17523640473862084,0.008044591248417055,"medium"
"3B",10,8,48,"raw_plugin",0.9999999999999964,0.1157971501616595,0.884202849838337,"medium"
"3B",10,8,48,"hierarchical_shrinkage",0.5232899658772876,0.1157971501616595,0.4074928157156281,"medium"
"3B",10,8,48,"tail_smoothed_moment",0.9999999999468958,0.1157971501616595,0.8842028497852363,"medium"
"3B",10,8,48,"oracle_full_distribution",0.11244791082981455,0.1157971501616595,0.003349239331844958,"medium"
"3B",10,8,64,"raw_plugin",1.0,0.07932644414030755,0.9206735558596925,"medium"
"3B",10,8,64,"hierarchical_shrinkage",0.52096245627157,0.07932644414030755,0.44163601213126247,"medium"
"3B",10,8,64,"tail_smoothed_moment",0.9999999999999712,0.07932644414030755,0.9206735558596637,"medium"
"3B",10,8,64,"oracle_full_distribution",0.07949515418845396,0.07932644414030755,0.000168710048146406,"medium"
"3B",10,8,128,"raw_plugin",1.0,0.02263777636427177,0.9773622236357282,"medium"
"3B",10,8,128,"hierarchical_shrinkage",0.5136073846635432,0.02263777636427177,0.4909696082992714,"medium"
"3B",10,8,128,"tail_smoothed_moment",1.0,0.02263777636427177,0.9773622236357282,"medium"
"3B",10,8,128,"oracle_full_distribution",0.027213160098449166,0.02263777636427177,0.004575383734177395,"medium"
"3B",10,8,256,"raw_plugin",1.0,0.003602663200479001,0.996397336799521,"medium"
"3B",10,8,256,"hierarchical_shrinkage",0.5040641218034616,0.003602663200479001,0.5004614586029826,"medium"
"3B",10,8,256,"tail_smoothed_moment",1.0,0.003602663200479001,0.996397336799521,"medium"
"3B",10,8,256,"oracle_full_distribution",0.005419841353267468,0.003602663200479001,0.0018171781527884672,"medium"
"3B",100,8,1,"raw_plugin",0.0,0.0068359375,0.0068359375,"hard"
"3B",100,8,1,"hierarchical_shrinkage",0.3908365429505135,0.0068359375,0.3840006054505135,"hard"
"3B",100,8,1,"tail_smoothed_moment",0.0,0.0068359375,0.0068359375,"hard"
"3B",100,8,1,"oracle_full_distribution",0.007080078125,0.0068359375,0.000244140625,"hard"
"3B",100,8,2,"raw_plugin",0.0,0.004907131195068359,0.004907131195068359,"hard"
"3B",100,8,2,"hierarchical_shrinkage",0.4042739013329941,0.004907131195068359,0.39936677013792576,"hard"
"3B",100,8,2,"tail_smoothed_moment",0.0,0.004907131195068359,0.004907131195068359,"hard"
"3B",100,8,2,"oracle_full_distribution",0.005487382411956787,0.004907131195068359,0.0005802512168884277,"hard"
"3B",100,8,4,"raw_plugin",0.0,0.005034348201320427,0.005034348201320427,"hard"
"3B",100,8,4,"hierarchical_shrinkage",0.4120319441949314,0.005034348201320427,0.40699759599361096,"hard"
"3B",100,8,4,"tail_smoothed_moment",0.0,0.005034348201320427,0.005034348201320427,"hard"
"3B",100,8,4,"oracle_full_distribution",0.0059446027015859215,0.005034348201320427,0.0009102545002654949,"hard"
"3B",100,8,8,"raw_plugin",0.0,0.004533141310552653,0.004533141310552653,"hard"
"3B",100,8,8,"hierarchical_shrinkage",0.4160612206276787,0.004533141310552653,0.41152807931712604,"hard"
"3B",100,8,8,"tail_smoothed_moment",0.0,0.004533141310552653,0.004533141310552653,"hard"
"3B",100,8,8,"oracle_full_distribution",0.006573569730095768,0.004533141310552653,0.002040428419543115,"hard"
"3B",100,8,16,"raw_plugin",0.0,0.002525159861137477,0.002525159861137477,"hard"
"3B",100,8,16,"hierarchical_shrinkage",0.41696361391812914,0.002525159861137477,0.41443845405699165,"hard"
"3B",100,8,16,"tail_smoothed_moment",0.0,0.002525159861137477,0.002525159861137477,"hard"
"3B",100,8,16,"oracle_full_distribution",0.006755928954811089,0.002525159861137477,0.004230769093673612,"hard"
"3B",100,8,32,"raw_plugin",0.0,0.0006204784232484887,0.0006204784232484887,"hard"
"3B",100,8,32,"hierarchical_shrinkage",0.41476341902445957,0.0006204784232484887,0.4141429406012111,"hard"
"3B",100,8,32,"tail_smoothed_moment",0.0,0.0006204784232484887,0.0006204784232484887,"hard"
"3B",100,8,32,"oracle_full_distribution",0.0059672350352453045,0.0006204784232484887,0.0053467566119968155,"hard"
"3B",100,8,48,"raw_plugin",0.0,0.00014839847386691185,0.00014839847386691185,"hard"
"3B",100,8,48,"hierarchical_shrinkage",0.4121788547661768,0.00014839847386691185,0.41203045629230994,"hard"
"3B",100,8,48,"tail_smoothed_moment",0.0,0.00014839847386691185,0.00014839847386691185,"hard"
"3B",100,8,48,"oracle_full_distribution",0.004926498202201984,0.00014839847386691185,0.004778099728335072,"hard"
"3B",100,8,64,"raw_plugin",0.0,3.399374134866037e-05,3.399374134866037e-05,"hard"
"3B",100,8,64,"hierarchical_shrinkage",0.40985134516045885,3.399374134866037e-05,0.4098173514191102,"hard"
"3B",100,8,64,"tail_smoothed_moment",0.0,3.399374134866037e-05,3.399374134866037e-05,"hard"
"3B",100,8,64,"oracle_full_distribution",0.003949548974005726,3.399374134866037e-05,0.003915555232657065,"hard"
"3B",100,8,128,"raw_plugin",0.0,6.515619546161375e-08,6.515619546161375e-08,"hard"
"3B",100,8,128,"hierarchical_shrinkage",0.4024962735524321,6.515619546161375e-08,0.4024962083962367,"hard"
"3B",100,8,128,"tail_smoothed_moment",0.0,6.515619546161375e-08,6.515619546161375e-08,"hard"
"3B",100,8,128,"oracle_full_distribution",0.0013796116147395767,6.515619546161375e-08,0.0013795464585441152,"hard"
"3B",100,8,256,"raw_plugin",0.0,1.2192504580997922e-13,1.2192504580997922e-13,"hard"
"3B",100,8,256,"hierarchical_shrinkage",0.39295301069235045,1.2192504580997922e-13,0.39295301069222854,"hard"
"3B",100,8,256,"tail_smoothed_moment",0.0,1.2192504580997922e-13,1.2192504580997922e-13,"hard"
"3B",100,8,256,"oracle_full_distribution",0.00011100103117795262,1.2192504580997922e-13,0.00011100103105602759,"hard"
"3B",101,8,1,"raw_plugin",0.0,0.013671875,0.013671875,"hard"
"3B",101,8,1,"hierarchical_shrinkage",0.3908365429505135,0.013671875,0.3771646679505135,"hard"
"3B",101,8,1,"tail_smoothed_moment",0.0,0.013671875,0.013671875,"hard"
"3B",101,8,1,"oracle_full_distribution",0.01171875,0.013671875,0.001953125,"hard"
"3B",101,8,2,"raw_plugin",0.0,0.011832237243652344,0.011832237243652344,"hard"
"3B",101,8,2,"hierarchical_shrinkage",0.4042739013329941,0.011832237243652344,0.3924416640893418,"hard"
"3B",101,8,2,"tail_smoothed_moment",0.0,0.011832237243652344,0.011832237243652344,"hard"
"3B",101,8,2,"oracle_full_distribution",0.010258197784423828,0.011832237243652344,0.0015740394592285156,"hard"
"3B",101,8,4,"raw_plugin",0.0,0.011980582963360575,0.011980582963360575,"hard"
"3B",101,8,4,"hierarchical_shrinkage",0.4120319441949314,0.011980582963360575,0.4000513612315708,"hard"
"3B",101,8,4,"tail_smoothed_moment",0.0,0.011980582963360575,0.011980582963360575,"hard"
"3B",101,8,4,"oracle_full_distribution",0.009901511601199786,0.011980582963360575,0.0020790713621607892,"hard"
"3B",101,8,8,"raw_plugin",0.0,0.01358185262991143,0.01358185262991143,"hard"
"3B",101,8,8,"hierarchical_shrinkage",0.4160612206276787,0.01358185262991143,0.4024793679977673,"hard"
"3B",101,8,8,"tail_smoothed_moment",0.0,0.01358185262991143,0.01358185262991143,"hard"
"3B",101,8,8,"oracle_full_distribution",0.011490420565417221,0.01358185262991143,0.0020914320644942093,"hard"
"3B",101,8,16,"raw_plugin",0.0,0.017577674572843337,0.017577674572843337,"hard"
"3B",101,8,16,"hierarchical_shrinkage",0.41696361391812914,0.017577674572843337,0.3993859393452858,"hard"
"3B",101,8,16,"tail_smoothed_moment",0.0,0.017577674572843337,0.017577674572843337,"hard"
"3B",101,8,16,"oracle_full_distribution",0.01568748330393186,0.017577674572843337,0.0018901912689114758,"hard"
"3B",101,8,32,"raw_plugin",0.0,0.025487989258299752,0.025487989258299752,"hard"
"3B",101,8,32,"hierarchical_shrinkage",0.41476341902445957,0.025487989258299752,0.3892754297661598,"hard"
"3B",101,8,32,"tail_smoothed_moment",0.0,0.025487989258299752,0.025487989258299752,"hard"
"3B",101,8,32,"oracle_full_distribution",0.022310642062874673,0.025487989258299752,0.0031773471954250794,"hard"
"3B",101,8,48,"raw_plugin",0.0,0.03169455643683743,0.03169455643683743,"hard"
"3B",101,8,48,"hierarchical_shrinkage",0.4121788547661768,0.03169455643683743,0.3804842983293394,"hard"
"3B",101,8,48,"tail_smoothed_moment",0.0,0.03169455643683743,0.03169455643683743,"hard"
"3B",101,8,48,"oracle_full_distribution",0.026913927069570354,0.03169455643683743,0.004780629367267079,"hard"
"3B",101,8,64,"raw_plugin",0.0,0.03679437070398386,0.03679437070398386,"hard"
"3B",101,8,64,"hierarchical_shrinkage",0.40985134516045885,0.03679437070398386,0.373056974456475,"hard"
"3B",101,8,64,"tail_smoothed_moment",0.0,0.03679437070398386,0.03679437070398386,"hard"
"3B",101,8,64,"oracle_full_distribution",0.030312185400259616,0.03679437070398386,0.006482185303724242,"hard"
"3B",101,8,128,"raw_plugin",0.0,0.05225103932114528,0.05225103932114528,"hard"
"3B",101,8,128,"hierarchical_shrinkage",0.4024962735524321,0.05225103932114528,0.35024523423128684,"hard"
"3B",101,8,128,"tail_smoothed_moment",0.0,0.05225103932114528,0.05225103932114528,"hard"
"3B",101,8,128,"oracle_full_distribution",0.038110273834029616,0.05225103932114528,0.014140765487115667,"hard"
"3B",101,8,256,"raw_plugin",0.0,0.07214943573231826,0.07214943573231826,"hard"
"3B",101,8,256,"hierarchical_shrinkage",0.39295301069235045,0.07214943573231826,0.3208035749600322,"hard"
"3B",101,8,256,"tail_smoothed_moment",0.0,0.07214943573231826,0.07214943573231826,"hard"
"3B",101,8,256,"oracle_full_distribution",0.04233947875899529,0.07214943573231826,0.02980995697332297,"hard"
"3B",102,8,1,"raw_plugin",0.25,0.234375,0.015625,"hard"
"3B",102,8,1,"hierarchical_shrinkage",0.4186143207282913,0.234375,0.1842393207282913,"hard"
"3B",102,8,1,"tail_smoothed_moment",0.24999999999999997,0.234375,0.015624999999999972,"hard"
"3B",102,8,1,"oracle_full_distribution",0.235107421875,0.234375,0.000732421875,"hard"
"3B",102,8,2,"raw_plugin",0.125,0.23786401748657227,0.11286401748657227,"hard"
"3B",102,8,2,"hierarchical_shrinkage",0.418162790221883,0.23786401748657227,0.18029877273531075,"hard"
"3B",102,8,2,"tail_smoothed_moment",0.13541666666666666,0.23786401748657227,0.10244735081990561,"hard"
"3B",102,8,2,"oracle_full_distribution",0.2311837077140808,0.23786401748657227,0.006680309772491455,"hard"
"3B",102,8,4,"raw_plugin",0.04296875,0.22162490841003546,0.17865615841003546,"hard"
"3B",102,8,4,"hierarchical_shrinkage",0.41680624975048697,0.22162490841003546,0.1951813413404515,"hard"
"3B",102,8,4,"tail_smoothed_moment",0.05094401041666667,0.22162490841003546,0.17068089799336877,"hard"
"3B",102,8,4,"oracle_full_distribution",0.20924204143265612,0.22162490841003546,0.012382866977379337,"hard"
"3B",102,8,8,"raw_plugin",0.0035152435302734375,0.1884372203965384,0.18492197686626496,"hard"
"3B",102,8,8,"hierarchical_shrinkage",0.41645180324215353,0.1884372203965384,0.22801458284561513,"hard"
"3B",102,8,8,"tail_smoothed_moment",0.007761041323343913,0.1884372203965384,0.1806761790731945,"hard"
"3B",102,8,8,"oracle_full_distribution",0.17455209116303433,0.1884372203965384,0.013885129233504073,"hard"
"3B",102,8,16,"raw_plugin",1.5105856391528505e-05,0.14601182707127916,0.14599672121488763,"hard"
"3B",102,8,16,"hierarchical_shrinkage",0.4169652923466171,0.14601182707127916,0.2709534652753379,"hard"
"3B",102,8,16,"tail_smoothed_moment",0.00018070036208210163,0.14601182707127916,0.14583112670919707,"hard"
"3B",102,8,16,"oracle_full_distribution",0.13675577038766573,0.14601182707127916,0.009256056683613428,"hard"
"3B",102,8,32,"raw_plugin",2.328072552509325e-10,0.11606800294605284,0.11606800271324558,"hard"
"3B",102,8,32,"hierarchical_shrinkage",0.41476341905032704,0.11606800294605284,0.2986954161042742,"hard"
"3B",102,8,32,"tail_smoothed_moment",9.795786256852396e-08,0.11606800294605284,0.11606790498819027,"hard"
"3B",102,8,32,"oracle_full_distribution",0.11036655462808123,0.11606800294605284,0.005701448317971605,"hard"
"3B",102,8,48,"raw_plugin",3.5527101019494868e-15,0.10720835901410074,0.10720835901409718,"hard"
"3B",102,8,48,"hierarchical_shrinkage",0.4121788547661772,0.10720835901410074,0.30497049575207646,"hard"
"3B",102,8,48,"tail_smoothed_moment",5.310306370441508e-11,0.10720835901410074,0.10720835896099767,"hard"
"3B",102,8,48,"oracle_full_distribution",0.10038823439169794,0.10720835901410074,0.006820124622402793,"hard"
"3B",102,8,64,"raw_plugin",5.421010807725783e-20,0.10101033529515846,0.10101033529515846,"hard"
"3B",102,8,64,"hierarchical_shrinkage",0.40985134516045885,0.10101033529515846,0.3088410098653004,"hard"
"3B",102,8,64,"tail_smoothed_moment",2.878722851698148e-14,0.10101033529515846,0.10101033529512968,"hard"
"3B",102,8,64,"oracle_full_distribution",0.09280499430071906,0.10101033529515846,0.008205340994439397,"hard"
"3B",102,8,128,"raw_plugin",2.9387358770557184e-39,0.07217326313158559,0.07217326313158559,"hard"
"3B",102,8,128,"hierarchical_shrinkage",0.4024962735524321,0.07217326313158559,0.33032301042084655,"hard"
"3B",102,8,128,"tail_smoothed_moment",2.4861135770667358e-27,0.07217326313158559,0.07217326313158559,"hard"
"3B",102,8,128,"oracle_full_distribution",0.06467573913126884,0.07217326313158559,0.007497524000316752,"hard"
"3B",102,8,256,"raw_plugin",8.636168555094445e-78,0.026310516702890197,0.026310516702890197,"hard"
"3B",102,8,256,"hierarchical_shrinkage",0.39295301069235045,0.026310516702890197,0.36664249398946025,"hard"
"3B",102,8,256,"tail_smoothed_moment",1.8542282154226678e-53,0.026310516702890197,0.026310516702890197,"hard"
"3B",102,8,256,"oracle_full_distribution",0.027050206480193437,0.026310516702890197,0.0007396897773032408,"hard"
"3B",103,8,1,"raw_plugin",0.0,0.0,0.0,"no_correct"
"3B",103,8,1,"hierarchical_shrinkage",0.3908365429505135,0.0,0.3908365429505135,"no_correct"
"3B",103,8,1,"tail_smoothed_moment",0.0,0.0,0.0,"no_correct"
"3B",103,8,1,"oracle_full_distribution",0.000244140625,0.0,0.000244140625,"no_correct"
"3B",103,8,2,"raw_plugin",0.0,0.0,0.0,"no_correct"
"3B",103,8,2,"hierarchical_shrinkage",0.4042739013329941,0.0,0.4042739013329941,"no_correct"
"3B",103,8,2,"tail_smoothed_moment",0.0,0.0,0.0,"no_correct"
"3B",103,8,2,"oracle_full_distribution",0.00017780065536499023,0.0,0.00017780065536499023,"no_correct"
"3B",103,8,4,"raw_plugin",0.0,0.0,0.0,"no_correct"
"3B",103,8,4,"hierarchical_shrinkage",0.4120319441949314,0.0,0.4120319441949314,"no_correct"
"3B",103,8,4,"tail_smoothed_moment",0.0,0.0,0.0,"no_correct"
"3B",103,8,4,"oracle_full_distribution",4.715090375029263e-05,0.0,4.715090375029263e-05,"no_correct"
"3B",103,8,8,"raw_plugin",0.0,0.0,0.0,"no_correct"
"3B",103,8,8,"hierarchical_shrinkage",0.4160612206276787,0.0,0.4160612206276787,"no_correct"
"3B",103,8,8,"tail_smoothed_moment",0.0,0.0,0.0,"no_correct"
"3B",103,8,8,"oracle_full_distribution",1.6579580921386805e-06,0.0,1.6579580921386805e-06,"no_correct"
"3B",103,8,16,"raw_plugin",0.0,0.0,0.0,"no_correct"
"3B",103,8,16,"hierarchical_shrinkage",0.41696361391812914,0.0,0.41696361391812914,"no_correct"
"3B",103,8,16,"tail_smoothed_moment",0.0,0.0,0.0,"no_correct"
"3B",103,8,16,"oracle_full_distribution",1.0249705539611039e-09,0.0,1.0249705539611039e-09,"no_correct"
"3B",103,8,32,"raw_plugin",0.0,0.0,0.0,"no_correct"
"3B",103,8,32,"hierarchical_shrinkage",0.41476341902445957,0.0,0.41476341902445957,"no_correct"
"3B",103,8,32,"tail_smoothed_moment",0.0,0.0,0.0,"no_correct"
"3B",103,8,32,"oracle_full_distribution",1.9586651538865639e-16,0.0,1.9586651538865639e-16,"no_correct"
"3B",103,8,48,"raw_plugin",0.0,0.0,0.0,"no_correct"
"3B",103,8,48,"hierarchical_shrinkage",0.4121788547661768,0.0,0.4121788547661768,"no_correct"
"3B",103,8,48,"tail_smoothed_moment",0.0,0.0,0.0,"no_correct"
"3B",103,8,48,"oracle_full_distribution",2.807206967867374e-23,0.0,2.807206967867374e-23,"no_correct"
"3B",103,8,64,"raw_plugin",0.0,0.0,0.0,"no_correct"
"3B",103,8,64,"hierarchical_shrinkage",0.40985134516045885,0.0,0.40985134516045885,"no_correct"
"3B",103,8,64,"tail_smoothed_moment",0.0,0.0,0.0,"no_correct"
"3B",103,8,64,"oracle_full_distribution",3.5763524462746994e-30,0.0,3.5763524462746994e-30,"no_correct"
"3B",103,8,128,"raw_plugin",0.0,0.0,0.0,"no_correct"
"3B",103,8,128,"hierarchical_shrinkage",0.4024962735524321,0.0,0.4024962735524321,"no_correct"
"3B",103,8,128,"tail_smoothed_moment",0.0,0.0,0.0,"no_correct"
"3B",103,8,128,"oracle_full_distribution",5.962391872687849e-58,0.0,5.962391872687849e-58,"no_correct"
