model,problem_idx,K,N,estimator,predicted,actual,abs_error,difficulty_bin
"3B",54,16,48,"oracle_full_distribution",0.9768294336421576,0.9541848119328737,0.02264462170928383,"easy"
"3B",54,16,64,"raw_plugin",1.0,0.9393843759618122,0.060615624038187765,"easy"
"3B",54,16,64,"hierarchical_shrinkage",0.568866210644413,0.9393843759618122,0.37051816531739923,"easy"
"3B",54,16,64,"tail_smoothed_moment",0.9999999999999999,0.9393843759618122,0.060615624038187654,"easy"
"3B",54,16,64,"oracle_full_distribution",0.9692258374338253,0.9393843759618122,0.029841461472013053,"easy"
"3B",54,16,128,"raw_plugin",1.0,0.8824430058011633,0.1175569941988367,"easy"
"3B",54,16,128,"hierarchical_shrinkage",0.5622466461971889,0.8824430058011633,0.3201963596039744,"easy"
"3B",54,16,128,"tail_smoothed_moment",1.0,0.8824430058011633,0.1175569941988367,"easy"
"3B",54,16,128,"oracle_full_distribution",0.9393987239493159,0.8824430058011633,0.05695571814815259,"easy"
"3B",54,16,256,"raw_plugin",1.0,0.7787056584873919,0.22129434151260807,"easy"
"3B",54,16,256,"hierarchical_shrinkage",0.5536577096231154,0.7787056584873919,0.22504794886427648,"easy"
"3B",54,16,256,"tail_smoothed_moment",1.0,0.7787056584873919,0.22129434151260807,"easy"
"3B",54,16,256,"oracle_full_distribution",0.882469962557603,0.7787056584873919,0.10376430407021109,"easy"
"3B",55,16,1,"raw_plugin",0.6875,0.5517578125,0.1357421875,"medium"
"3B",55,16,1,"hierarchical_shrinkage",0.4892528886554622,0.5517578125,0.06250492384453782,"medium"
"3B",55,16,1,"tail_smoothed_moment",0.6875,0.5517578125,0.1357421875,"medium"
"3B",55,16,1,"oracle_full_distribution",0.533935546875,0.5517578125,0.017822265625,"medium"
"3B",55,16,2,"raw_plugin",0.78515625,0.5767183303833008,0.20843791961669922,"medium"
"3B",55,16,2,"hierarchical_shrinkage",0.5208777611996948,0.5767183303833008,0.055840569183606026,"medium"
"3B",55,16,2,"tail_smoothed_moment",0.765625,0.5767183303833008,0.18890666961669922,"medium"
"3B",55,16,2,"oracle_full_distribution",0.5646327137947083,0.5767183303833008,0.01208561658859253,"medium"
"3B",55,16,4,"raw_plugin",0.8947906494140625,0.5882180070411778,0.30657264237288473,"medium"
"3B",55,16,4,"hierarchical_shrinkage",0.5497868796582508,0.5882180070411778,0.03843112738292698,"medium"
"3B",55,16,4,"tail_smoothed_moment",0.8681640625,0.5882180070411778,0.27994605545882223,"medium"
"3B",55,16,4,"oracle_full_distribution",0.5855018438930877,0.5882180070411778,0.0027161631480900894,"medium"
"3B",55,16,8,"raw_plugin",0.9707202392164618,0.6046572743144362,0.3660629649020256,"medium"
"3B",55,16,8,"hierarchical_shrinkage",0.5685991464082032,0.6046572743144362,0.03605812790623297,"medium"
"3B",55,16,8,"tail_smoothed_moment",0.9488641321659088,0.6046572743144362,0.34420685785147265,"medium"
"3B",55,16,8,"oracle_full_distribution",0.6016947068433216,0.6046572743144362,0.0029625674711145633,"medium"
"3B",55,16,16,"raw_plugin",0.99803769574132,0.6318839196929182,0.3661537760484017,"medium"
"3B",55,16,16,"hierarchical_shrinkage",0.5748747916745802,0.6318839196929182,0.05700912801833802,"medium"
"3B",55,16,16,"tail_smoothed_moment",0.9908710607209978,0.6318839196929182,0.3589871410280796,"medium"
"3B",55,16,16,"oracle_full_distribution",0.6190312269265562,0.6318839196929182,0.012852692766362028,"medium"
"3B",55,16,32,"raw_plugin",0.9999940888626805,0.6648233694075213,0.3351707194551592,"medium"
"3B",55,16,32,"hierarchical_shrinkage",0.5732858948945497,0.6648233694075213,0.09153747451297156,"medium"
"3B",55,16,32,"tail_smoothed_moment",0.9996746262264449,0.6648233694075213,0.3348512568189236,"medium"
"3B",55,16,32,"oracle_full_distribution",0.6362281759943957,0.6648233694075213,0.028595193413125553,"medium"
"3B",55,16,48,"raw_plugin",0.9999999847035685,0.6852393621039893,0.31476062259957927,"medium"
"3B",55,16,48,"hierarchical_shrinkage",0.5709609662302729,0.6852393621039893,0.11427839587371635,"medium"
"3B",55,16,48,"tail_smoothed_moment",0.9999882655370911,0.6852393621039893,0.3147489034331018,"medium"
"3B",55,16,48,"oracle_full_distribution",0.6451689308114497,0.6852393621039893,0.04007043129253962,"medium"
"3B",55,16,64,"raw_plugin",0.999999999961587,0.6989973251370819,0.30100267482450505,"medium"
"3B",55,16,64,"hierarchical_shrinkage",0.5688662106367304,0.6989973251370819,0.13013111450035153,"medium"
"3B",55,16,64,"tail_smoothed_moment",0.9999995767122613,0.6989973251370819,0.30100225157517935,"medium"
"3B",55,16,64,"oracle_full_distribution",0.6505304755475467,0.6989973251370819,0.04846684958953518,"medium"
"3B",55,16,128,"raw_plugin",1.0,0.7172301368280216,0.2827698631719784,"medium"
"3B",55,16,128,"hierarchical_shrinkage",0.5622466461971889,0.7172301368280216,0.15498349063083272,"medium"
"3B",55,16,128,"tail_smoothed_moment",0.9999999999992834,0.7172301368280216,0.28276986317126174,"medium"
"3B",55,16,128,"oracle_full_distribution",0.6566221981127819,0.7172301368280216,0.06060793871523973,"medium"
"3B",55,16,256,"raw_plugin",1.0,0.6986195748351036,0.3013804251648964,"medium"
"3B",55,16,256,"hierarchical_shrinkage",0.5536577096231154,0.6986195748351036,0.14496186521198817,"medium"
"3B",55,16,256,"tail_smoothed_moment",1.0,0.6986195748351036,0.3013804251648964,"medium"
"3B",55,16,256,"oracle_full_distribution",0.6424882145552987,0.6986195748351036,0.05613136027980492,"medium"
"3B",56,16,1,"raw_plugin",0.9375,0.916015625,0.021484375,"easy"
"3B",56,16,1,"hierarchical_shrinkage",0.5392528886554622,0.916015625,0.37676273634453783,"easy"
"3B",56,16,1,"tail_smoothed_moment",0.9375,0.916015625,0.021484375,"easy"
"3B",56,16,1,"oracle_full_distribution",0.92138671875,0.916015625,0.00537109375,"easy"
"3B",56,16,2,"raw_plugin",0.97265625,0.9285678863525391,0.04408836364746094,"easy"
"3B",56,16,2,"hierarchical_shrinkage",0.5583777611996947,0.9285678863525391,0.37019012515284433,"easy"
"3B",56,16,2,"tail_smoothed_moment",0.96875,0.9285678863525391,0.04018211364746094,"easy"
"3B",56,16,2,"oracle_full_distribution",0.9375588893890381,0.9285678863525391,0.008991003036499023,"easy"
"3B",56,16,4,"raw_plugin",0.9973297119140625,0.9400970935985242,0.057232618315538275,"easy"
"3B",56,16,4,"hierarchical_shrinkage",0.5702946921582508,0.9400970935985242,0.36980240144027343,"easy"
"3B",56,16,4,"tail_smoothed_moment",0.9951171875,0.9400970935985242,0.055020093901475775,"easy"
"3B",56,16,4,"oracle_full_distribution",0.9506174302989763,0.9400970935985242,0.010520336700452049,"easy"
"3B",56,16,8,"raw_plugin",0.9999862688127905,0.9487460211906829,0.05124024762210766,"easy"
"3B",56,16,8,"hierarchical_shrinkage",0.5744523523274689,0.9487460211906829,0.3742936688632139,"easy"
"3B",56,16,8,"tail_smoothed_moment",0.9999022483825684,0.9487460211906829,0.051156227191885506,"easy"
"3B",56,16,8,"oracle_full_distribution",0.9573264476963977,0.9487460211906829,0.008580426505714889,"easy"
"3B",56,16,16,"raw_plugin",0.9999999997695029,0.9508116545183745,0.049188345251128474,"easy"
"3B",56,16,16,"hierarchical_shrinkage",0.5752672524802169,0.9508116545183745,0.37554440203815753,"easy"
"3B",56,16,16,"tail_smoothed_moment",0.9999999617668323,0.9508116545183745,0.0491883072484578,"easy"
"3B",56,16,16,"oracle_full_distribution",0.9592486615466383,0.9508116545183745,0.008437007028263888,"easy"
"3B",56,16,32,"raw_plugin",1.0,0.9485525401218969,0.05144745987810306,"easy"
"3B",56,16,32,"hierarchical_shrinkage",0.5732870771220137,0.9485525401218969,0.3752654629998833,"easy"
"3B",56,16,32,"tail_smoothed_moment",0.9999999999999942,0.9485525401218969,0.05144745987809729,"easy"
"3B",56,16,32,"oracle_full_distribution",0.9607291837333028,0.9485525401218969,0.012176643611405913,"easy"
"3B",56,16,48,"raw_plugin",1.0,0.9469332078691758,0.053066792130824214,"easy"
"3B",56,16,48,"hierarchical_shrinkage",0.5709609692895592,0.9469332078691758,0.3759722385796166,"easy"
"3B",56,16,48,"tail_smoothed_moment",1.0,0.9469332078691758,0.053066792130824214,"easy"
"3B",56,16,48,"oracle_full_distribution",0.9614470008377455,0.9469332078691758,0.014513792968569694,"easy"
"3B",56,16,64,"raw_plugin",1.0,0.9449191123126655,0.055080887687334545,"easy"
"3B",56,16,64,"hierarchical_shrinkage",0.568866210644413,0.9449191123126655,0.37605290166825245,"easy"
"3B",56,16,64,"tail_smoothed_moment",0.9999999999999999,0.9449191123126655,0.055080887687334434,"easy"
"3B",56,16,64,"oracle_full_distribution",0.9607676759288931,0.9449191123126655,0.015848563616227662,"easy"
"3B",56,16,128,"raw_plugin",1.0,0.9355347752128114,0.06446522478718864,"easy"
"3B",56,16,128,"hierarchical_shrinkage",0.5622466461971889,0.9355347752128114,0.37328812901562247,"easy"
"3B",56,16,128,"tail_smoothed_moment",1.0,0.9355347752128114,0.06446522478718864,"easy"
"3B",56,16,128,"oracle_full_distribution",0.9505232928411226,0.9355347752128114,0.014988517628311215,"easy"
"3B",56,16,256,"raw_plugin",1.0,0.9365053981036443,0.0634946018963557,"easy"
"3B",56,16,256,"hierarchical_shrinkage",0.5536577096231154,0.9365053981036443,0.38284768848052886,"easy"
"3B",56,16,256,"tail_smoothed_moment",1.0,0.9365053981036443,0.0634946018963557,"easy"
"3B",56,16,256,"oracle_full_distribution",0.9238610018724448,0.9365053981036443,0.012644396231199506,"easy"
"3B",57,16,1,"raw_plugin",0.9375,0.8525390625,0.0849609375,"easy"
"3B",57,16,1,"hierarchical_shrinkage",0.5392528886554622,0.8525390625,0.31328617384453783,"easy"
"3B",57,16,1,"tail_smoothed_moment",0.9375,0.8525390625,0.0849609375,"easy"
"3B",57,16,1,"oracle_full_distribution",0.836669921875,0.8525390625,0.015869140625,"easy"
"3B",57,16,2,"raw_plugin",0.97265625,0.8662614822387695,0.10639476776123047,"easy"
"3B",57,16,2,"hierarchical_shrinkage",0.5583777611996947,0.8662614822387695,0.3078837210390748,"easy"
"3B",57,16,2,"tail_smoothed_moment",0.96875,0.8662614822387695,0.10248851776123047,"easy"
"3B",57,16,2,"oracle_full_distribution",0.8443214297294617,0.8662614822387695,0.02194005250930786,"easy"
"3B",57,16,4,"raw_plugin",0.9973297119140625,0.8837080500788943,0.1136216618351682,"easy"
"3B",57,16,4,"hierarchical_shrinkage",0.5702946921582508,0.8837080500788943,0.3134133579206435,"easy"
"3B",57,16,4,"tail_smoothed_moment",0.9951171875,0.8837080500788943,0.1114091374211057,"easy"
"3B",57,16,4,"oracle_full_distribution",0.8480915546328553,0.8837080500788943,0.035616495446038954,"easy"
"3B",57,16,8,"raw_plugin",0.9999862688127905,0.9058179065881422,0.0941683622246483,"easy"
"3B",57,16,8,"hierarchical_shrinkage",0.5744523523274689,0.9058179065881422,0.33136555426067327,"easy"
"3B",57,16,8,"tail_smoothed_moment",0.9999022483825684,0.9058179065881422,0.09408434179442615,"easy"
"3B",57,16,8,"oracle_full_distribution",0.8532557840378231,0.9058179065881422,0.05256212255031911,"easy"
"3B",57,16,16,"raw_plugin",0.9999999997695029,0.9297722476319594,0.07022775213754351,"easy"
"3B",57,16,16,"hierarchical_shrinkage",0.5752672524802169,0.9297722476319594,0.3545049951517425,"easy"
"3B",57,16,16,"tail_smoothed_moment",0.9999999617668323,0.9297722476319594,0.07022771413487283,"easy"
"3B",57,16,16,"oracle_full_distribution",0.8622345062280211,0.9297722476319594,0.06753774140393831,"easy"
"3B",57,16,32,"raw_plugin",1.0,0.9573073379625624,0.0426926620374376,"easy"
"3B",57,16,32,"hierarchical_shrinkage",0.5732870771220137,0.9573073379625624,0.38402026084054874,"easy"
"3B",57,16,32,"tail_smoothed_moment",0.9999999999999942,0.9573073379625624,0.04269266203743183,"easy"
"3B",57,16,32,"oracle_full_distribution",0.8747466077857045,0.9573073379625624,0.08256073017685794,"easy"
"3B",57,16,48,"raw_plugin",1.0,0.9726444683329366,0.027355531667063393,"easy"
"3B",57,16,48,"hierarchical_shrinkage",0.5709609692895592,0.9726444683329366,0.4016834990433774,"easy"
"3B",57,16,48,"tail_smoothed_moment",1.0,0.9726444683329366,0.027355531667063393,"easy"
"3B",57,16,48,"oracle_full_distribution",0.8797616582443366,0.9726444683329366,0.0928828100886,"easy"
"3B",57,16,64,"raw_plugin",1.0,0.9815457024046804,0.01845429759531958,"easy"
"3B",57,16,64,"hierarchical_shrinkage",0.568866210644413,0.9815457024046804,0.4126794917602674,"easy"
"3B",57,16,64,"tail_smoothed_moment",0.9999999999999999,0.9815457024046804,0.01845429759531947,"easy"
"3B",57,16,64,"oracle_full_distribution",0.8824913621554089,0.9815457024046804,0.09905434024927151,"easy"
"3B",57,16,128,"raw_plugin",1.0,0.9951832076573864,0.004816792342613563,"easy"
"3B",57,16,128,"hierarchical_shrinkage",0.5622466461971889,0.9951832076573864,0.43293656146019754,"easy"
"3B",57,16,128,"tail_smoothed_moment",1.0,0.9951832076573864,0.004816792342613563,"easy"
"3B",57,16,128,"oracle_full_distribution",0.898083852077909,0.9951832076573864,0.09709935557947746,"easy"
"3B",57,16,256,"raw_plugin",1.0,0.9996860050872858,0.00031399491271422164,"easy"
"3B",57,16,256,"hierarchical_shrinkage",0.5536577096231154,0.9996860050872858,0.44602829546417033,"easy"
"3B",57,16,256,"tail_smoothed_moment",1.0,0.9996860050872858,0.00031399491271422164,"easy"
"3B",57,16,256,"oracle_full_distribution",0.9384808546154956,0.9996860050872858,0.061205150471790204,"easy"
"3B",58,16,1,"raw_plugin",0.75,0.669921875,0.080078125,"medium"
"3B",58,16,1,"hierarchical_shrinkage",0.5017528886554622,0.669921875,0.1681689863445378,"medium"
"3B",58,16,1,"tail_smoothed_moment",0.71875,0.669921875,0.048828125,"medium"
"3B",58,16,1,"oracle_full_distribution",0.68212890625,0.669921875,0.01220703125,"medium"
"3B",58,16,2,"raw_plugin",0.90625,0.7586898803710938,0.14756011962890625,"medium"
"3B",58,16,2,"hierarchical_shrinkage",0.5450965111996948,0.7586898803710938,0.21359336917139893,"medium"
"3B",58,16,2,"tail_smoothed_moment",0.884765625,0.7586898803710938,0.12607574462890625,"medium"
"3B",58,16,2,"oracle_full_distribution",0.7749876976013184,0.7586898803710938,0.01629781723022461,"medium"
"3B",58,16,4,"raw_plugin",0.980224609375,0.815073108766228,0.16515150060877204,"medium"
"3B",58,16,4,"hierarchical_shrinkage",0.5668736716504383,0.815073108766228,0.24819943711578962,"medium"
"3B",58,16,4,"tail_smoothed_moment",0.9711227416992188,0.815073108766228,0.1560496329329908,"medium"
"3B",58,16,4,"oracle_full_distribution",0.8311603039666835,0.815073108766228,0.01608719520045554,"medium"
"3B",58,16,8,"raw_plugin",0.9990350529551506,0.8489965705900443,0.1500384823651063,"medium"
"3B",58,16,8,"hierarchical_shrinkage",0.574262109155941,0.8489965705900443,0.2747344614341033,"medium"
"3B",58,16,8,"tail_smoothed_moment",0.9974151252536103,0.8489965705900443,0.14841855466356602,"medium"
"3B",58,16,8,"oracle_full_distribution",0.8643325302829736,0.8489965705900443,0.015335959692929335,"medium"
"3B",58,16,16,"raw_plugin",0.9999983511413978,0.8750081781500965,0.12499017299130133,"medium"
"3B",58,16,16,"hierarchical_shrinkage",0.5752669227545959,0.8750081781500965,0.29974125539550056,"medium"
"3B",58,16,16,"tail_smoothed_moment",0.9999748506695617,0.8750081781500965,0.12496667251946525,"medium"
"3B",58,16,16,"oracle_full_distribution",0.8857949345583104,0.8750081781500965,0.010786756408213916,"medium"
"3B",58,16,32,"raw_plugin",0.9999999999967778,0.9026603048644095,0.09733969513236829,"medium"
"3B",58,16,32,"hierarchical_shrinkage",0.5732870771213692,0.9026603048644095,0.32937322774304034,"medium"
"3B",58,16,32,"tail_smoothed_moment",0.9999999974773218,0.9026603048644095,0.09733969261291231,"medium"
"3B",58,16,32,"oracle_full_distribution",0.899248332322306,0.9026603048644095,0.0034119725421034586,"medium"
"3B",58,16,48,"raw_plugin",1.0,0.9227091525825726,0.07729084741742742,"medium"
"3B",58,16,48,"hierarchical_shrinkage",0.5709609692895592,0.9227091525825726,0.3517481832930134,"medium"
"3B",58,16,48,"tail_smoothed_moment",0.9999999999997465,0.9227091525825726,0.07729084741717396,"medium"
"3B",58,16,48,"oracle_full_distribution",0.9043711142407832,0.9227091525825726,0.018338038341789376,"medium"
"3B",58,16,64,"raw_plugin",1.0,0.9393394032791292,0.06066059672087076,"medium"
"3B",58,16,64,"hierarchical_shrinkage",0.568866210644413,0.9393394032791292,0.37047319263471623,"medium"
"3B",58,16,64,"tail_smoothed_moment",0.9999999999999999,0.9393394032791292,0.06066059672087065,"medium"
"3B",58,16,64,"oracle_full_distribution",0.9071122813623822,0.9393394032791292,0.03222712191674704,"medium"
"3B",58,16,128,"raw_plugin",1.0,0.9783089212578298,0.021691078742170244,"medium"
"3B",58,16,128,"hierarchical_shrinkage",0.5622466461971889,0.9783089212578298,0.41606227506064086,"medium"
"3B",58,16,128,"tail_smoothed_moment",1.0,0.9783089212578298,0.021691078742170244,"medium"
"3B",58,16,128,"oracle_full_distribution",0.9112945935468316,0.9783089212578298,0.06701432771099813,"medium"
"3B",58,16,256,"raw_plugin",1.0,0.9971836503558434,0.002816349644156557,"medium"
"3B",58,16,256,"hierarchical_shrinkage",0.5536577096231154,0.9971836503558434,0.443525940732728,"medium"
"3B",58,16,256,"tail_smoothed_moment",1.0,0.9971836503558434,0.002816349644156557,"medium"
"3B",58,16,256,"oracle_full_distribution",0.9186552059107154,0.9971836503558434,0.07852844444512808,"medium"
"3B",59,16,1,"raw_plugin",0.75,0.78125,0.03125,"easy"
"3B",59,16,1,"hierarchical_shrinkage",0.5017528886554622,0.78125,0.2794971113445378,"easy"
"3B",59,16,1,"tail_smoothed_moment",0.71875,0.78125,0.0625,"easy"
"3B",59,16,1,"oracle_full_distribution",0.783203125,0.78125,0.001953125,"easy"
"3B",59,16,2,"raw_plugin",0.8359375,0.8125114440917969,0.023426055908203125,"easy"
"3B",59,16,2,"hierarchical_shrinkage",0.5310340111996947,0.8125114440917969,0.28147743289210214,"easy"
"3B",59,16,2,"tail_smoothed_moment",0.814453125,0.8125114440917969,0.001941680908203125,"easy"
"3B",59,16,2,"oracle_full_distribution",0.820728063583374,0.8125114440917969,0.008216619491577148,"easy"
"3B",59,16,4,"raw_plugin",0.918975830078125,0.827341375497781,0.09163445458034403,"easy"
"3B",59,16,4,"hierarchical_shrinkage",0.5546239157910633,0.827341375497781,0.2727174597067177,"easy"
"3B",59,16,4,"tail_smoothed_moment",0.8980636596679688,0.827341375497781,0.07072228417018778,"easy"
"3B",59,16,4,"oracle_full_distribution",0.8349154197265563,0.827341375497781,0.0075740442287752785,"easy"
"3B",59,16,8,"raw_plugin",0.9841617722995579,0.8399770823211874,0.14418468997837053,"easy"
"3B",59,16,8,"hierarchical_shrinkage",0.5712874530248224,0.8399770823211874,0.268689629296365,"easy"
"3B",59,16,8,"tail_smoothed_moment",0.9701271856902167,0.8399770823211874,0.13015010336902932,"easy"
"3B",59,16,8,"oracle_full_distribution",0.840194246237964,0.8399770823211874,0.00021716391677661928,"easy"
"3B",59,16,16,"raw_plugin",0.9995448938806943,0.8590970710792446,0.14044782280144974,"easy"
"3B",59,16,16,"hierarchical_shrinkage",0.5751762313024551,0.8590970710792446,0.2839208397767895,"easy"
"3B",59,16,16,"tail_smoothed_moment",0.9973626404857169,0.8590970710792446,0.13826556940647228,"easy"
"3B",59,16,16,"oracle_full_distribution",0.8431836143382698,0.8590970710792446,0.015913456740974774,"easy"
"3B",59,16,32,"raw_plugin",0.9999997159875171,0.8802758486548594,0.11972386733265772,"easy"
"3B",59,16,32,"hierarchical_shrinkage",0.5732870203195171,0.8802758486548594,0.30698882833534236,"easy"
"3B",59,16,32,"tail_smoothed_moment",0.9999748134833808,0.8802758486548594,0.11969896482852138,"easy"
"3B",59,16,32,"oracle_full_distribution",0.8476209877598178,0.8802758486548594,0.03265486089504166,"easy"
"3B",59,16,48,"raw_plugin",0.9999999998417008,0.8910414018180887,0.10895859802361219,"easy"
"3B",59,16,48,"hierarchical_shrinkage",0.5709609692578994,0.8910414018180887,0.32008043256018925,"easy"
"3B",59,16,48,"tail_smoothed_moment",0.9999997482616596,0.8910414018180887,0.10895834644357094,"easy"
"3B",59,16,48,"oracle_full_distribution",0.8493771531073487,0.8910414018180887,0.041664248710739926,"easy"
"3B",59,16,64,"raw_plugin",0.9999999999999137,0.9000522963890376,0.09994770361087613,"easy"
"3B",59,16,64,"hierarchical_shrinkage",0.5688662106443958,0.9000522963890376,0.3311860857446418,"easy"
"3B",59,16,64,"tail_smoothed_moment",0.9999999974773058,0.9000522963890376,0.09994770108826823,"easy"
"3B",59,16,64,"oracle_full_distribution",0.8497554554843688,0.9000522963890376,0.050296840904668794,"easy"
"3B",59,16,128,"raw_plugin",1.0,0.937779400823557,0.06222059917644296,"easy"
"3B",59,16,128,"hierarchical_shrinkage",0.5622466461971889,0.937779400823557,0.37553275462636815,"easy"
"3B",59,16,128,"tail_smoothed_moment",1.0,0.937779400823557,0.06222059917644296,"easy"
"3B",59,16,128,"oracle_full_distribution",0.8525139252611237,0.937779400823557,0.08526547556243336,"easy"
"3B",59,16,256,"raw_plugin",1.0,0.9829461451565419,0.017053854843458116,"easy"
"3B",59,16,256,"hierarchical_shrinkage",0.5536577096231154,0.9829461451565419,0.42928843553342644,"easy"
"3B",59,16,256,"tail_smoothed_moment",1.0,0.9829461451565419,0.017053854843458116,"easy"
"3B",59,16,256,"oracle_full_distribution",0.8639065089119411,0.9829461451565419,0.11903963624460079,"easy"
"3B",6,16,1,"raw_plugin",0.625,0.4599609375,0.1650390625,"medium"
"3B",6,16,1,"hierarchical_shrinkage",0.47675288865546217,0.4599609375,0.01679195115546217,"medium"
"3B",6,16,1,"tail_smoothed_moment",0.59375,0.4599609375,0.1337890625,"medium"
"3B",6,16,1,"oracle_full_distribution",0.4345703125,0.4599609375,0.025390625,"medium"
"3B",6,16,2,"raw_plugin",0.71875,0.44300174713134766,0.27574825286865234,"medium"
"3B",6,16,2,"hierarchical_shrinkage",0.5075965111996947,0.44300174713134766,0.06459476406834708,"medium"
"3B",6,16,2,"tail_smoothed_moment",0.689453125,0.44300174713134766,0.24645137786865234,"medium"
"3B",6,16,2,"oracle_full_distribution",0.42694997787475586,0.44300174713134766,0.016051769256591797,"medium"
"3B",6,16,4,"raw_plugin",0.82861328125,0.39749867176306,0.43111460948694,"medium"
"3B",6,16,4,"hierarchical_shrinkage",0.5365514060254383,0.39749867176306,0.1390527342623783,"medium"
"3B",6,16,4,"tail_smoothed_moment",0.7899093627929688,0.39749867176306,0.3924106910299088,"medium"
"3B",6,16,4,"oracle_full_distribution",0.39323817799420624,0.39749867176306,0.004260493768853735,"medium"
"3B",6,16,8,"raw_plugin",0.9536967575550079,0.317248525530967,0.636448232024041,"medium"
"3B",6,16,8,"hierarchical_shrinkage",0.5651944500759125,0.317248525530967,0.24794592454494552,"medium"
"3B",6,16,8,"tail_smoothed_moment",0.9178534726379439,0.317248525530967,0.600604947106977,"medium"
"3B",6,16,8,"oracle_full_distribution",0.3173932454467193,0.317248525530967,0.00014471991575232268,"medium"
"3B",6,16,16,"raw_plugin",0.9975241742810302,0.2148390689289446,0.7826851053520856,"medium"
"3B",6,16,16,"hierarchical_shrinkage",0.5747720873825224,0.2148390689289446,0.3599330184535778,"medium"
"3B",6,16,16,"tail_smoothed_moment",0.9878791029287909,0.2148390689289446,0.7730400339998462,"medium"
"3B",6,16,16,"oracle_full_distribution",0.20603845707997412,0.2148390689289446,0.008800611848970491,"medium"
"3B",6,16,32,"raw_plugin",0.9999937954514853,0.1286240180605218,0.8713697773909634,"medium"
"3B",6,16,32,"hierarchical_shrinkage",0.5732858362123108,0.1286240180605218,0.44466181815178896,"medium"
"3B",6,16,32,"tail_smoothed_moment",0.9996480353947039,0.1286240180605218,0.8710240173341821,"medium"
"3B",6,16,32,"oracle_full_distribution",0.1088520101687818,0.1286240180605218,0.019772007891739996,"medium"
"3B",6,16,48,"raw_plugin",0.9999999845442665,0.10610841176976313,0.8938915727745034,"medium"
"3B",6,16,48,"hierarchical_shrinkage",0.5709609661984125,0.10610841176976313,0.46485255442864937,"medium"
"3B",6,16,48,"tail_smoothed_moment",0.9999880100144702,0.10610841176976313,0.8938795982447071,"medium"
"3B",6,16,48,"oracle_full_distribution",0.07951955798766731,0.10610841176976313,0.026588853782095814,"medium"
"3B",6,16,64,"raw_plugin",0.9999999999615007,0.1061256033601758,0.8938743966013248,"medium"
"3B",6,16,64,"hierarchical_shrinkage",0.5688662106367132,0.1061256033601758,0.4627406072765374,"medium"
"3B",6,16,64,"tail_smoothed_moment",0.9999995741799855,0.1061256033601758,0.8938739708198097,"medium"
"3B",6,16,64,"oracle_full_distribution",0.0717243962822245,0.1061256033601758,0.0344012070779513,"medium"
"3B",6,16,128,"raw_plugin",1.0,0.14132362570005264,0.8586763742999474,"medium"
"3B",6,16,128,"hierarchical_shrinkage",0.5622466461971889,0.14132362570005264,0.42092302049713626,"medium"
"3B",6,16,128,"tail_smoothed_moment",0.9999999999992832,0.14132362570005264,0.8586763742992306,"medium"
"3B",6,16,128,"oracle_full_distribution",0.07775283927753006,0.14132362570005264,0.06357078642252258,"medium"
"3B",6,16,256,"raw_plugin",1.0,0.17284410009946316,0.8271558999005368,"medium"
"3B",6,16,256,"hierarchical_shrinkage",0.5536577096231154,0.17284410009946316,0.3808136095236523,"medium"
"3B",6,16,256,"tail_smoothed_moment",1.0,0.17284410009946316,0.8271558999005368,"medium"
"3B",6,16,256,"oracle_full_distribution",0.08741542986520531,0.17284410009946316,0.08542867023425785,"medium"
"3B",60,16,1,"raw_plugin",0.0,0.0,0.0,"no_correct"
"3B",60,16,1,"hierarchical_shrinkage",0.35175288865546217,0.0,0.35175288865546217,"no_correct"
"3B",60,16,1,"tail_smoothed_moment",0.0,0.0,0.0,"no_correct"
"3B",60,16,1,"oracle_full_distribution",0.0,0.0,0.0,"no_correct"
"3B",60,16,2,"raw_plugin",0.0,0.0,0.0,"no_correct"
"3B",60,16,2,"hierarchical_shrinkage",0.36384651119969474,0.0,0.36384651119969474,"no_correct"
"3B",60,16,2,"tail_smoothed_moment",0.0,0.0,0.0,"no_correct"
"3B",60,16,2,"oracle_full_distribution",0.0,0.0,0.0,"no_correct"
"3B",60,16,4,"raw_plugin",0.0,0.0,0.0,"no_correct"
"3B",60,16,4,"hierarchical_shrinkage",0.3708287497754383,0.0,0.3708287497754383,"no_correct"
"3B",60,16,4,"tail_smoothed_moment",0.0,0.0,0.0,"no_correct"
"3B",60,16,4,"oracle_full_distribution",0.0,0.0,0.0,"no_correct"
"3B",60,16,8,"raw_plugin",0.0,0.0,0.0,"no_correct"
"3B",60,16,8,"hierarchical_shrinkage",0.3744550985649109,0.0,0.3744550985649109,"no_correct"
"3B",60,16,8,"tail_smoothed_moment",0.0,0.0,0.0,"no_correct"
"3B",60,16,8,"oracle_full_distribution",0.0,0.0,0.0,"no_correct"
"3B",60,16,16,"raw_plugin",0.0,0.0,0.0,"no_correct"
"3B",60,16,16,"hierarchical_shrinkage",0.37526725252631626,0.0,0.37526725252631626,"no_correct"
"3B",60,16,16,"tail_smoothed_moment",0.0,0.0,0.0,"no_correct"
"3B",60,16,16,"oracle_full_distribution",0.0,0.0,0.0,"no_correct"
"3B",60,16,32,"raw_plugin",0.0,0.0,0.0,"no_correct"
"3B",60,16,32,"hierarchical_shrinkage",0.37328707712201364,0.0,0.37328707712201364,"no_correct"
"3B",60,16,32,"tail_smoothed_moment",0.0,0.0,0.0,"no_correct"
