model,estimator,K,N,MAE,median_AE,max_AE,num_rows
"3B","shrink_raw_to_tune_alpha16",32,8,0.0618833776021016,0.02987875470071928,0.5429170456290416,500
"3B","shrink_raw_to_tune_alpha16",32,16,0.08177490852176685,0.0361425418052467,0.6886321484305733,500
"3B","shrink_raw_to_tune_alpha16",32,32,0.10423212710733118,0.024464423995097517,0.8164505506865053,500
"3B","shrink_raw_to_tune_alpha16",48,2,0.03769293740354938,0.021460262345678993,0.2418860918209879,500
"3B","shrink_raw_to_tune_alpha16",48,8,0.059092340356744995,0.029573654492664248,0.5145660479850735,500
"3B","shrink_raw_to_tune_alpha16",48,16,0.07605116713667996,0.03024409838044403,0.7028477811271969,500
"3B","shrink_raw_to_tune_alpha16",48,32,0.09859474734020807,0.024028727049577675,0.8485554760116093,500
"3B","shrink_raw_to_tune_alpha16",64,2,0.03609677734375,0.020336914062500003,0.2385009765624999,500
"3B","shrink_raw_to_tune_alpha16",64,8,0.055191657550992604,0.026800618897935835,0.5164202993667131,500
"3B","shrink_raw_to_tune_alpha16",64,16,0.07291336573844964,0.03248811900306879,0.6796489348448734,500
"3B","shrink_raw_to_tune_alpha16",64,32,0.0947772354625207,0.022956036866204402,0.8127537027821917,500
"3B","shrink_raw_to_tune_alpha16",96,2,0.03569813368055555,0.020073784722222293,0.24579923115079383,500
"3B","shrink_raw_to_tune_alpha16",96,8,0.05531341302285572,0.0299832124172809,0.4174743281793305,500
"3B","shrink_raw_to_tune_alpha16",96,16,0.07249501061806521,0.02946802216744169,0.5654282914517264,500
"3B","shrink_raw_to_tune_alpha16",96,32,0.0944041972874894,0.02083401960348817,0.7583204521295476,500
"3B","shrink_raw_to_tune_alpha16",128,2,0.03909977213541666,0.025390624999999986,0.2952745225694444,500
"3B","shrink_raw_to_tune_alpha16",128,8,0.05894185805431367,0.031756001375164114,0.4247307654519423,500
"3B","shrink_raw_to_tune_alpha16",128,16,0.07619797757486492,0.03225789070305968,0.6279335007273731,500
"3B","shrink_raw_to_tune_alpha16",128,32,0.09868256763607682,0.020405398137315227,0.8220963662426356,500
"3B","shrink_raw_to_tune_alpha16",160,2,0.05099200994318183,0.03314098011363652,0.26787997159090904,500
"3B","shrink_raw_to_tune_alpha16",160,8,0.07516780482810295,0.03990125460254404,0.5197935625492647,500
"3B","shrink_raw_to_tune_alpha16",160,16,0.09471956513084083,0.032146068181900744,0.6950953806249147,500
"3B","shrink_raw_to_tune_alpha16",160,32,0.11779864821503833,0.021656249967952984,0.874356774015692,500
"3B","shrink_raw_to_tune_alpha32",8,2,0.04493922495274101,0.026495303638941328,0.29391540642722047,500
"3B","shrink_raw_to_tune_alpha32",8,8,0.07013479358873102,0.033758647963221575,0.4778213833495645,500
"3B","shrink_raw_to_tune_alpha32",8,16,0.08785301220305439,0.03228332228436248,0.5883798638703038,500
"3B","shrink_raw_to_tune_alpha32",8,32,0.10751943572443692,0.02257761283271573,0.6842004995744929,500
"3B","shrink_raw_to_tune_alpha32",16,2,0.04269858384986226,0.025126980027548124,0.25294851928374695,500
"3B","shrink_raw_to_tune_alpha32",16,8,0.06598448776006535,0.033160186910367595,0.5283421779331747,500
"3B","shrink_raw_to_tune_alpha32",16,16,0.08569123088266958,0.032406366319712165,0.7009522650677029,500
"3B","shrink_raw_to_tune_alpha32",16,32,0.10980701420543622,0.02275567321989075,0.8407338002942214,500
"3B","shrink_raw_to_tune_alpha32",32,2,0.038990234375,0.022500000000000048,0.24787109375000002,500
"3B","shrink_raw_to_tune_alpha32",32,8,0.059494430968925656,0.030148483326674136,0.536889632149806,500
"3B","shrink_raw_to_tune_alpha32",32,16,0.07777411335925086,0.03432080052398184,0.6683550948651837,500
"3B","shrink_raw_to_tune_alpha32",32,32,0.10091277036070191,0.020281560492436027,0.7832975848185405,500
"3B","shrink_raw_to_tune_alpha32",48,2,0.03659076003086418,0.020601851851851923,0.23635223765432126,500
"3B","shrink_raw_to_tune_alpha32",48,8,0.057345358213696115,0.032023718259296674,0.48926980563019534,500
"3B","shrink_raw_to_tune_alpha32",48,16,0.0734816999193602,0.03012825313335797,0.6789783714665939,500
"3B","shrink_raw_to_tune_alpha32",48,32,0.09622549891074396,0.024474706977022517,0.8365605677054585,500
"3B","shrink_raw_to_tune_alpha32",64,2,0.034804443359375,0.020568847656249986,0.23600260416666666,500
"3B","shrink_raw_to_tune_alpha32",64,8,0.05347949975600261,0.02693977452615176,0.5108312910106936,500
"3B","shrink_raw_to_tune_alpha32",64,16,0.07113031575075121,0.03059136811766526,0.684248663568667,500
"3B","shrink_raw_to_tune_alpha32",64,32,0.09313251815101023,0.023602579508681443,0.8223284803453382,500
"3B","shrink_raw_to_tune_alpha32",96,2,0.03540679253472223,0.01961263020833305,0.2513563368055558,500
"3B","shrink_raw_to_tune_alpha32",96,8,0.05472612145065483,0.026186092374242263,0.4088854208870602,500
"3B","shrink_raw_to_tune_alpha32",96,16,0.07168697449627283,0.030369867891966325,0.5697490434952566,500
"3B","shrink_raw_to_tune_alpha32",96,32,0.09222239036771226,0.0209479110437249,0.762803859637398,500
"3B","shrink_raw_to_tune_alpha32",128,2,0.03899951171875,0.025341796875000003,0.279638671875,500
"3B","shrink_raw_to_tune_alpha32",128,8,0.059043969196393105,0.033097059471738466,0.4105973936745049,500
"3B","shrink_raw_to_tune_alpha32",128,16,0.07577359708591927,0.0302350320705193,0.6134106722398966,500
"3B","shrink_raw_to_tune_alpha32",128,32,0.09777606298528059,0.020287034434396466,0.810124652285141,500
"3B","shrink_raw_to_tune_alpha32",160,2,0.05036725260416666,0.03142903645833329,0.26969401041666674,500
"3B","shrink_raw_to_tune_alpha32",160,8,0.0741857150086308,0.03944141212095377,0.5386776790289263,500
"3B","shrink_raw_to_tune_alpha32",160,16,0.09338001401840935,0.03503736038550215,0.660210181564353,500
"3B","shrink_raw_to_tune_alpha32",160,32,0.11618457144773549,0.021952786463765507,0.8515299695917505,500
"3B","shrink_raw_to_tune_alpha64",8,2,0.04481917533081286,0.02745451323251419,0.28558207309388706,500
"3B","shrink_raw_to_tune_alpha64",8,8,0.06996689604185792,0.034123466788785195,0.5165484229862398,500
"3B","shrink_raw_to_tune_alpha64",8,16,0.08866797374849343,0.030435091080356892,0.6594311461381088,500
"3B","shrink_raw_to_tune_alpha64",8,32,0.11093858461051091,0.021961323495102603,0.759300629619203,500
"3B","shrink_raw_to_tune_alpha64",16,2,0.04363933367768594,0.02517755681818185,0.24220041322314045,500
"3B","shrink_raw_to_tune_alpha64",16,8,0.06668480998856044,0.03129177553787072,0.5459797846547693,500
"3B","shrink_raw_to_tune_alpha64",16,16,0.08717325188105886,0.030765063727512962,0.7277801676065242,500
"3B","shrink_raw_to_tune_alpha64",16,32,0.11377212919511731,0.022786174577744345,0.8553626008987933,500
"3B","shrink_raw_to_tune_alpha64",32,2,0.041067994791666666,0.024296875000000072,0.2480338541666667,500
"3B","shrink_raw_to_tune_alpha64",32,8,0.06148160582971628,0.03305154185368264,0.5308622186705705,500
"3B","shrink_raw_to_tune_alpha64",32,16,0.07832291027293199,0.034258828476531444,0.6480780412997942,500
"3B","shrink_raw_to_tune_alpha64",32,32,0.10262611571590144,0.023930542076108535,0.7850946744366412,500
"3B","shrink_raw_to_tune_alpha64",48,2,0.03716308421516753,0.022617669753086076,0.23002783289241654,500
"3B","shrink_raw_to_tune_alpha64",48,8,0.05787520859084005,0.029891029291990376,0.46035981436747736,500
"3B","shrink_raw_to_tune_alpha64",48,16,0.07484120873204432,0.030081662564476974,0.6516990461401905,500
"3B","shrink_raw_to_tune_alpha64",48,32,0.09704460551710246,0.019636914059507626,0.8228521010698575,500
"3B","shrink_raw_to_tune_alpha64",64,2,0.0351513671875,0.0225830078125,0.2347412109375,500
"3B","shrink_raw_to_tune_alpha64",64,8,0.054156548243119544,0.026236836331359224,0.5038450305656692,500
"3B","shrink_raw_to_tune_alpha64",64,16,0.07293118106748307,0.03236534302290056,0.6899983244734089,500
"3B","shrink_raw_to_tune_alpha64",64,32,0.0947121524434598,0.023817099806952804,0.8342969522992711,500
"3B","shrink_raw_to_tune_alpha64",96,2,0.03622651909722222,0.02027994791666679,0.2591362847222224,500
"3B","shrink_raw_to_tune_alpha64",96,8,0.05588061956627123,0.028311201553066875,0.41974285409793943,500
"3B","shrink_raw_to_tune_alpha64",96,16,0.07287922348681408,0.03513181341544322,0.5757980963561988,500
"3B","shrink_raw_to_tune_alpha64",96,32,0.09210487543680453,0.026904774102510232,0.7690806301483887,500
"3B","shrink_raw_to_tune_alpha64",128,2,0.03950016276041667,0.025553385416666668,0.25618489583333326,500
"3B","shrink_raw_to_tune_alpha64",128,8,0.06068021219701694,0.0319899802147038,0.39620914332307267,500
"3B","shrink_raw_to_tune_alpha64",128,16,0.07713455609813163,0.030652567829330166,0.6140555949555395,500
"3B","shrink_raw_to_tune_alpha64",128,32,0.09849465834318456,0.02189469531440629,0.792167081348899,500
"3B","shrink_raw_to_tune_alpha64",160,2,0.04986283482142857,0.031124441964285814,0.27689732142857154,500
"3B","shrink_raw_to_tune_alpha64",160,8,0.07325863163209446,0.04338983504848977,0.5683527192112516,500
"3B","shrink_raw_to_tune_alpha64",160,16,0.09218796669364464,0.03748497079475165,0.6789793194688406,500
"3B","shrink_raw_to_tune_alpha64",160,32,0.11466582171088621,0.026437641907440333,0.8363209668872282,500
"3B","shrink_raw_to_tune_alpha8",8,2,0.05617820327268431,0.028910126713137786,0.3649085464910209,500
"3B","shrink_raw_to_tune_alpha8",8,8,0.08516172858818896,0.03699652838111959,0.4783119767929236,500
"3B","shrink_raw_to_tune_alpha8",8,16,0.1018463061939068,0.03602450070714691,0.5974466076140346,500
"3B","shrink_raw_to_tune_alpha8",8,32,0.11563627255863264,0.022223972549047594,0.7183916263844601,500
"3B","shrink_raw_to_tune_alpha8",16,2,0.049167904183884274,0.027610085227272783,0.33245631026170774,500
"3B","shrink_raw_to_tune_alpha8",16,8,0.07655972934673899,0.03272593556451791,0.5666040198339476,500
"3B","shrink_raw_to_tune_alpha8",16,16,0.09714303377663583,0.03614817797972788,0.6614726133267845,500
"3B","shrink_raw_to_tune_alpha8",16,32,0.11947055515031088,0.026409474324243096,0.8041617987827915,500
"3B","shrink_raw_to_tune_alpha8",32,2,0.042976015624999996,0.026425781250000134,0.2646093750000006,500
"3B","shrink_raw_to_tune_alpha8",32,8,0.06667792607537848,0.031097434554363777,0.5477389764124301,500
"3B","shrink_raw_to_tune_alpha8",32,16,0.08738244982790735,0.03221800625393225,0.704853791282885,500
"3B","shrink_raw_to_tune_alpha8",32,32,0.1095740018854012,0.02296107718280868,0.8429729233808773,500
"3B","shrink_raw_to_tune_alpha8",48,2,0.03968299437830687,0.022462659832451472,0.24583884479717832,500
"3B","shrink_raw_to_tune_alpha8",48,8,0.06234893348595864,0.03176294559029541,0.5326347925242723,500
"3B","shrink_raw_to_tune_alpha8",48,16,0.07999378429500871,0.03274942720093259,0.719897359456199,500
"3B","shrink_raw_to_tune_alpha8",48,32,0.1017846493216007,0.021301649984209456,0.8571232676588599,500
"3B","shrink_raw_to_tune_alpha8",64,2,0.03776673719618056,0.022074381510416668,0.2520209418402778,500
"3B","shrink_raw_to_tune_alpha8",64,8,0.05754218037244418,0.027006472452288627,0.5201463049373929,500
"3B","shrink_raw_to_tune_alpha8",64,16,0.07581786194004994,0.0334434689135647,0.6765824490290111,500
"3B","shrink_raw_to_tune_alpha8",64,32,0.0976786301339714,0.022956033595989602,0.8063705177400942,500
"3B","shrink_raw_to_tune_alpha8",96,2,0.036482922676282045,0.02072899973290597,0.24723724626068472,500
"3B","shrink_raw_to_tune_alpha8",96,8,0.05617050558617008,0.029423361232148823,0.4579419636155381,500
"3B","shrink_raw_to_tune_alpha8",96,16,0.07382746696678376,0.030917700024543804,0.6009917459680207,500
"3B","shrink_raw_to_tune_alpha8",96,32,0.09635083444331678,0.02120463918744606,0.7555614321247166,500
"3B","shrink_raw_to_tune_alpha8",128,2,0.039379222196691176,0.02501723345588235,0.3044720818014707,500
"3B","shrink_raw_to_tune_alpha8",128,8,0.05922121424969158,0.03164290524694368,0.43304451355631735,500
"3B","shrink_raw_to_tune_alpha8",128,16,0.07684718193177024,0.03259414796692983,0.6364763410141239,500
"3B","shrink_raw_to_tune_alpha8",128,32,0.09981817619852443,0.024084924208181237,0.8291385509235147,500
"3B","shrink_raw_to_tune_alpha8",160,2,0.05140072544642857,0.03327287946428576,0.2713820684523808,500
"3B","shrink_raw_to_tune_alpha8",160,8,0.0757755563510156,0.03842942101550047,0.5179185369493811,500
"3B","shrink_raw_to_tune_alpha8",160,16,0.09569976988397869,0.033278830212385195,0.7150297800880928,500
"3B","shrink_raw_to_tune_alpha8",160,32,0.119098618616236,0.023360385684085598,0.8874006622579443,500
"3B","tail_smoothed_pilot",8,2,0.09473149023314428,0.04918379804662886,0.6694332860743542,500
"3B","tail_smoothed_pilot",8,8,0.12848727159950524,0.04812538372202896,0.8633754669037992,500
"3B","tail_smoothed_pilot",8,16,0.13914279915447866,0.038596769986067994,0.9523592458816721,500
"3B","tail_smoothed_pilot",8,32,0.14567832243694281,0.023550878627068096,0.9948985487917802,500
"3B","tail_smoothed_pilot",16,2,0.0657787480630165,0.03819892820247972,0.4392271435950411,500
"3B","tail_smoothed_pilot",16,8,0.0963514826379267,0.044430938323133475,0.7639407683276496,500
"3B","tail_smoothed_pilot",16,16,0.10948094535159371,0.03948738054497208,0.8629305116809188,500
"3B","tail_smoothed_pilot",16,32,0.11791163872832973,0.027045608516520433,0.9393331717842374,500
"3B","tail_smoothed_pilot",32,2,0.049389921875,0.029511718749999936,0.29273437500000055,500
"3B","tail_smoothed_pilot",32,8,0.07507381311584202,0.032598746084368774,0.5348487283297719,500
"3B","tail_smoothed_pilot",32,16,0.0942938286312387,0.035796262695502956,0.6812245585586942,500
"3B","tail_smoothed_pilot",32,32,0.1097298208553845,0.02244853100358927,0.822545645987355,500
"3B","tail_smoothed_pilot",48,2,0.043230806327160504,0.02519772376543205,0.2594762731481479,500
