verifier_name,num_verifiers,model,N,actual_acc,predicted_acc,MAE,auc,tie_rate,num_problems
oracle_correctness_verifier_M1,1,3B,1,0.37962962962962965,0.37962962962962965,0.0,1.0,0.7625116412350456,99
oracle_correctness_verifier_M1,1,3B,2,0.4957561728395062,0.4957561728395062,0.0,1.0,0.7625116412350456,99
oracle_correctness_verifier_M1,1,3B,4,0.5963288057562507,0.5963288057562507,0.0,1.0,0.7625116412350456,99
oracle_correctness_verifier_M1,1,3B,8,0.6751254648793384,0.6751254648793384,0.0,1.0,0.7625116412350456,99
oracle_correctness_verifier_M1,1,3B,16,0.7338985197759209,0.7338985197759209,0.0,1.0,0.7625116412350456,99
oracle_correctness_verifier_M1,1,3B,32,0.7785825265456766,0.7785825265456766,0.0,1.0,0.7625116412350456,99
oracle_correctness_verifier_M1,1,3B,48,0.7996728661675768,0.7996728661675768,0.0,1.0,0.7625116412350456,99
oracle_correctness_verifier_M1,1,70B,1,0.6716666666666667,0.6716666666666667,0.0,1.0,0.8868085106382979,100
oracle_correctness_verifier_M1,1,70B,2,0.7270833333333334,0.7270833333333334,0.0,1.0,0.8868085106382979,100
oracle_correctness_verifier_M1,1,70B,4,0.7640438729745371,0.7640438729745371,0.0,1.0,0.8868085106382979,100
oracle_correctness_verifier_M1,1,70B,8,0.790531382549607,0.790531382549607,0.0,1.0,0.8868085106382979,100
oracle_correctness_verifier_M1,1,70B,16,0.8124582574254318,0.8124582574254318,0.0,1.0,0.8868085106382979,100
oracle_correctness_verifier_M1,1,70B,32,0.8311550962443512,0.8311550962443512,0.0,1.0,0.8868085106382979,100
oracle_correctness_verifier_M1,1,70B,48,0.8396718278409877,0.8396718278409877,0.0,1.0,0.8868085106382979,100
oracle_correctness_verifier_M1,1,8B,1,0.39604166666666674,0.39604166666666674,0.0,1.0,0.7496719858156028,100
oracle_correctness_verifier_M1,1,8B,2,0.5185980902777778,0.5185980902777778,0.0,1.0,0.7496719858156028,100
oracle_correctness_verifier_M1,1,8B,4,0.6225562672556182,0.6225562672556182,0.0,1.0,0.7496719858156028,100
oracle_correctness_verifier_M1,1,8B,8,0.6972227568913061,0.6972227568913061,0.0,1.0,0.7496719858156028,100
oracle_correctness_verifier_M1,1,8B,16,0.746748381491098,0.746748381491098,0.0,1.0,0.7496719858156028,100
oracle_correctness_verifier_M1,1,8B,32,0.7788870916128652,0.7788870916128652,0.0,1.0,0.7496719858156028,100
oracle_correctness_verifier_M1,1,8B,48,0.7919164917347362,0.7919164917347362,0.0,1.0,0.7496719858156028,100
oracle_correctness_verifier_M1,1,Dracarys70B,1,0.55,0.55,0.0,1.0,0.823209219858156,100
oracle_correctness_verifier_M1,1,Dracarys70B,2,0.6365538194444444,0.6365538194444444,0.0,1.0,0.823209219858156,100
