model,N,difficulty_bin,num_problems,actual_acc_mean,auc_only_pred_mean,moment_pred_mean,auc_only_mae,moment_mae,mean_p,mean_kappa,mean_theta
MistralLarge675B,2,hard,5,0.023871527777777766,0.02387152777777778,0.023871527777777766,3.538835890992686e-17,0.0,0.05416666666666666,0.25148117945211873,0.2685515873015868
MistralLarge675B,2,medium,6,0.35980902777777785,0.35980902777777785,0.35980902777777785,1.8503717077085943e-16,9.25185853854297e-18,0.34722222222222227,0.5252346255991589,0.512984547332135
MistralLarge675B,2,no_correct,19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
MistralLarge675B,3,all_correct,56,1.0,1.0,1.0,0.0,0.0,1.0,,0.3333333333333333
MistralLarge675B,3,easy,14,0.9617190083498677,0.952820284162349,0.9617190083498677,0.013530601348284337,3.9650822308041306e-17,0.943452380952381,0.6367087466545318,0.3400413886243826
MistralLarge675B,3,hard,5,0.012783926504629622,0.012838903888978037,0.012783926504629622,0.016808449606570658,0.0,0.05416666666666666,0.25148117945211873,0.11357060185185161
MistralLarge675B,3,medium,6,0.3771399980709876,0.3710951535447007,0.3771399980709876,0.06436921876035957,9.25185853854297e-18,0.34722222222222227,0.5252346255991589,0.35637841348162064
MistralLarge675B,3,no_correct,19,0.0,0.007626421216681334,0.0,0.007626421216681334,0.0,0.0,,0.0
MistralLarge675B,4,all_correct,56,1.0,1.0,1.0,0.0,0.0,1.0,,0.25
MistralLarge675B,4,easy,14,0.962898240938809,0.9517427651781757,0.962898240938809,0.01732800870592158,3.9650822308041306e-17,0.943452380952381,0.6367087466545318,0.255374154947114
MistralLarge675B,4,hard,5,0.007813818660783173,0.013428088406643002,0.007813818660783173,0.014262423922171568,0.0,0.05416666666666666,0.25148117945211873,0.058376111765597316
MistralLarge675B,4,medium,6,0.3910343499831212,0.3714204011822351,0.3910343499831212,0.09790594515745617,0.0,0.34722222222222227,0.5252346255991589,0.2757017590323024
MistralLarge675B,4,no_correct,19,0.0,0.008114415496109362,0.0,0.008114415496109362,0.0,0.0,,0.0
MistralLarge675B,8,all_correct,56,1.0,0.9959723762240055,1.0,0.004027623775994638,0.0,1.0,,0.125
MistralLarge675B,8,easy,14,0.9633197637460885,0.9473209783099772,0.9633197637460885,0.030927982496248112,3.9650822308041306e-17,0.943452380952381,0.6367087466545318,0.1277557768622856
MistralLarge675B,8,hard,5,0.001415352595798559,0.014790684596291737,0.001415352595798559,0.014467959955756815,2.7105054312137612e-21,0.05416666666666666,0.25148117945211873,0.00628760304896901
MistralLarge675B,8,medium,6,0.4222220744921832,0.3719190732900873,0.42222207449218324,0.1660220914182999,4.625929269271485e-18,0.34722222222222227,0.5252346255991589,0.14723191724438114
MistralLarge675B,8,no_correct,19,0.0,0.009005212754523262,0.0,0.009005212754523262,0.0,0.0,,0.0
MistralLarge675B,16,all_correct,56,1.0,0.9904315143255976,1.0,0.009568485674402272,0.0,1.0,,0.0625
MistralLarge675B,16,easy,14,0.960803121811922,0.942399264305916,0.9608031218119218,0.04848868363113328,3.172065784643304e-17,0.943452380952381,0.6367087466545318,0.06370329477526374
MistralLarge675B,16,hard,5,3.619336673174407e-05,0.016009943649291848,3.619336673174407e-05,0.015991979637522878,1.5407439555097888e-34,0.05416666666666666,0.25148117945211873,9.034639630760452e-05
MistralLarge675B,16,medium,6,0.4517894370501709,0.3717010597146963,0.4517894370501709,0.19602462368243945,1.850371707708594e-17,0.34722222222222227,0.5252346255991589,0.07881671135811137
MistralLarge675B,16,no_correct,19,0.0,0.00917932432969415,0.0,0.00917932432969415,0.0,0.0,,0.0
MistralLarge675B,32,all_correct,56,1.0,0.9834572810607038,1.0,0.016542718939296153,0.0,1.0,,0.03125
MistralLarge675B,32,easy,14,0.9540528268745355,0.9359290799027383,0.9540528268745355,0.06933052541871092,7.93016446160826e-18,0.943452380952381,0.6367087466545318,0.03161415020931887
MistralLarge675B,32,hard,5,1.481600534413578e-08,0.016942528428994685,1.481600534413578e-08,0.01694251644287711,1.2037062152420225e-36,0.05416666666666666,0.25148117945211873,2.0809063947222e-08
MistralLarge675B,32,medium,6,0.5048284615000279,0.37004967477281897,0.5048284615000279,0.2671968877050628,4.517509052022935e-21,0.34722222222222227,0.5252346255991589,0.044745787397955726
MistralLarge675B,32,no_correct,19,0.0,0.00792006453837868,0.0,0.00792006453837868,0.0,0.0,,0.0
MistralLarge675B,48,all_correct,56,1.0,0.97818781039449,1.0,0.021812189605510013,0.0,1.0,,0.020833333333333332
MistralLarge675B,48,easy,14,0.9482082262352796,0.9314585416403433,0.9482082262352796,0.08282170291022707,1.1895246692412391e-17,0.943452380952381,0.6367087466545318,0.020939221824672217
MistralLarge675B,48,hard,5,5.267769639084619e-12,0.01725009440687042,5.267769639084619e-12,0.017250094401941852,0.0,0.05416666666666666,0.25148117945211873,5.154702520219846e-12
MistralLarge675B,48,medium,6,0.5489065101345155,0.36789387077259633,0.5489065101345155,0.3263509694192758,0.0,0.34722222222222227,0.5252346255991589,0.03286002133674357
MistralLarge675B,48,no_correct,19,0.0,0.005993639046824373,0.0,0.005993639046824373,0.0,0.0,,0.0
MistralNemotron,2,all_correct,49,1.0,1.0,1.0,0.0,0.0,1.0,,0.5
MistralNemotron,2,easy,21,0.9375,0.9375,0.9375,5.2867763077388404e-17,1.586032892321652e-17,0.9404761904761905,0.3758772980837801,0.4987774303589124
MistralNemotron,2,hard,9,0.021508487654320993,0.02150848765432099,0.021508487654320993,8.480870326997724e-18,0.0,0.10185185185185185,0.12127446406354675,0.16833204732510304
MistralNemotron,2,medium,6,0.3763020833333333,0.3763020833333333,0.3763020833333334,1.133352670971514e-16,1.850371707708594e-17,0.4791666666666667,0.2567772573450537,0.3512432990437555
MistralNemotron,2,no_correct,15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
MistralNemotron,3,all_correct,49,1.0,1.0,1.0,0.0,0.0,1.0,,0.3333333333333333
MistralNemotron,3,easy,21,0.9244869171626985,0.8737909040926284,0.9244869171626985,0.05986729508495655,1.586032892321652e-17,0.9404761904761905,0.3758772980837801,0.3279051507020061
MistralNemotron,3,hard,9,0.010069042566872433,0.01727153641305915,0.010069042566872433,0.013739032555034452,0.0,0.10185185185185185,0.12127446406354675,0.11563544881687252
MistralNemotron,3,medium,6,0.3310004340277778,0.38444363487943534,0.33100043402777785,0.058093316021373,2.3129646346357427e-18,0.4791666666666667,0.2567772573450537,0.19637845958945524
MistralNemotron,3,no_correct,15,0.0,0.007626421216681334,0.0,0.007626421216681334,0.0,0.0,,0.0
MistralNemotron,4,all_correct,49,1.0,1.0,1.0,0.0,0.0,1.0,,0.25
MistralNemotron,4,easy,21,0.9104368825438162,0.8676620538973403,0.9104368825438162,0.05753758787912831,2.114710523095536e-17,0.9404761904761905,0.3758772980837801,0.24215047425195443
MistralNemotron,4,hard,9,0.009652136448152451,0.018775145741491042,0.009652136448152451,0.010479471685635402,6.028345249955345e-20,0.10185185185185185,0.12127446406354675,0.10869909355397325
MistralNemotron,4,medium,6,0.3055904058762539,0.3774256092832529,0.30559040587625386,0.07763532306676994,2.312964634635743e-17,0.4791666666666667,0.2567772573450537,0.13302264999667554
MistralNemotron,4,no_correct,15,0.0,0.008114415496109362,0.0,0.008114415496109362,0.0,0.0,,0.0
MistralNemotron,8,all_correct,49,1.0,0.9959723762240054,1.0,0.004027623775994638,0.0,1.0,,0.125
MistralNemotron,8,easy,21,0.8586577881833646,0.8513474656781299,0.8586577881833646,0.07069236351618666,1.586032892321652e-17,0.9404761904761905,0.3758772980837801,0.11411251556230002
MistralNemotron,8,hard,9,0.017224897292163272,0.022366308244548303,0.017224897292163272,0.00514514208719043,0.0,0.10185185185185185,0.12127446406354675,0.10333946952315591
MistralNemotron,8,medium,6,0.2672184961797923,0.3602312458305199,0.2672184961797923,0.1088370732724097,0.0,0.4791666666666667,0.2567772573450537,0.05657839920515404
MistralNemotron,8,no_correct,15,0.0,0.009005212754523262,0.0,0.009005212754523262,0.0,0.0,,0.0
MistralNemotron,16,all_correct,49,1.0,0.9904315143255977,1.0,0.009568485674402272,0.0,1.0,,0.0625
MistralNemotron,16,easy,21,0.7778925931579475,0.8342641157581102,0.7778925931579475,0.09831071040385606,1.586032892321652e-17,0.9404761904761905,0.3758772980837801,0.05169819185227946
MistralNemotron,16,hard,9,0.0317763680793499,0.025877839005022978,0.0317763680793499,0.005898529074326923,5.609677549544431e-30,0.10185185185185185,0.12127446406354675,0.09532910416884322
MistralNemotron,16,medium,6,0.250576377156025,0.3423201966945438,0.250576377156025,0.1470324338674368,3.614007241618348e-20,0.4791666666666667,0.2567772573450537,0.026536279991524466
MistralNemotron,16,no_correct,15,0.0,0.00917932432969415,0.0,0.00917932432969415,0.0,0.0,,0.0
MistralNemotron,32,all_correct,49,1.0,0.9834572810607038,1.0,0.016542718939296153,0.0,1.0,,0.03125
MistralNemotron,32,easy,21,0.6722206843508057,0.8160886733683865,0.6722206843508057,0.18597280062846727,5.28677630773884e-18,0.9404761904761905,0.3758772980837801,0.02241194868639363
MistralNemotron,32,hard,9,0.05446509800680256,0.02923010628033252,0.05446509800680256,0.025234991726470042,6.6872567513445686e-37,0.10185185185185185,0.12127446406354675,0.08169764701020384
MistralNemotron,32,medium,6,0.22907914647125868,0.3236646430623603,0.22907914647125868,0.19176924335145637,1.850371707708594e-17,0.4791666666666667,0.2567772573450537,0.012294700819045384
MistralNemotron,32,no_correct,15,0.0,0.00792006453837868,0.0,0.00792006453837868,0.0,0.0,,0.0
MistralNemotron,48,all_correct,49,1.0,0.97818781039449,1.0,0.021812189605510016,0.0,1.0,,0.020833333333333332
MistralNemotron,48,easy,21,0.6085331852184932,0.8045502024811663,0.6085331852184932,0.24274802252381747,1.61907524424502e-17,0.9404761904761905,0.3758772980837801,0.01358053816521202
MistralNemotron,48,hard,9,0.07066513905724062,0.031058856291564543,0.07066513905724062,0.03960628276567607,0.0,0.10185185185185185,0.12127446406354675,0.07066513905724062
MistralNemotron,48,medium,6,0.21316628616068825,0.3144212189820906,0.21316628616068825,0.21497862419667668,1.1029074834040368e-24,0.4791666666666667,0.2567772573450537,0.007527880293621934
MistralNemotron,48,no_correct,15,0.0,0.005993639046824373,0.0,0.005993639046824373,0.0,0.0,,0.0
MistralSmall119B,2,all_correct,51,1.0,1.0,1.0,0.0,0.0,1.0,,0.5
MistralSmall119B,2,easy,17,0.9363000408496732,0.9363000408496732,0.9363000408496731,9.143013143971877e-17,3.2653618371328135e-17,0.9301470588235294,0.5230716253466703,0.5037576876503796
MistralSmall119B,2,hard,8,0.07036675347222222,0.07036675347222222,0.07036675347222222,5.876375774871434e-17,0.0,0.09114583333333333,0.3198770052986581,0.3310566603535353
MistralSmall119B,2,medium,7,0.4773685515873015,0.47736855158730157,0.4773685515873015,2.061842760018148e-16,0.0,0.4851190476190476,0.48274853399870266,0.5002240171677047
MistralSmall119B,2,no_correct,17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
MistralSmall119B,3,all_correct,51,1.0,1.0,1.0,0.0,0.0,1.0,,0.3333333333333333
MistralSmall119B,3,easy,17,0.9376324422998366,0.9170638442689318,0.9376324422998366,0.03347817517102208,2.6122894697062506e-17,0.9301470588235294,0.5230716253466703,0.3364420521647358
MistralSmall119B,3,hard,8,0.06136632848668984,0.05792477160950862,0.06136632848668984,0.013256005154117624,0.0,0.09114583333333333,0.3198770052986581,0.17863185895412464
MistralSmall119B,3,medium,7,0.4763467778604497,0.4941140387461778,0.4763467778604497,0.05819528846406665,1.586032892321652e-17,0.4851190476190476,0.48274853399870266,0.33480892767800075
MistralSmall119B,3,no_correct,17,0.0,0.007626421216681334,0.0,0.007626421216681334,0.0,0.0,,0.0
MistralSmall119B,4,all_correct,51,1.0,1.0,1.0,0.0,0.0,1.0,,0.25
MistralSmall119B,4,easy,17,0.9375041332812784,0.9145661955454865,0.9375041332812784,0.03615497109949552,4.5715065719859385e-17,0.9301470588235294,0.5230716253466703,0.2523458490065697
MistralSmall119B,4,hard,8,0.05517665250801749,0.05714399918076706,0.05517665250801749,0.01296408873997713,0.0,0.09114583333333333,0.3198770052986581,0.11564712695668716
MistralSmall119B,4,medium,7,0.4752670637934716,0.49299958731954785,0.4752670637934716,0.0728971355304571,0.0,0.4851190476190476,0.48274853399870266,0.2508005712467568
MistralSmall119B,4,no_correct,17,0.0,0.008114415496109362,0.0,0.008114415496109362,0.0,0.0,,0.0
MistralSmall119B,8,all_correct,51,1.0,0.9959723762240054,1.0,0.004027623775994638,0.0,1.0,,0.125
MistralSmall119B,8,easy,17,0.9355366533495816,0.9078937819814472,0.9355366533495816,0.04519280329407133,6.530723674265627e-18,0.9301470588235294,0.5230716253466703,0.12596071297607575
MistralSmall119B,8,hard,8,0.03969270247785729,0.05512029665589479,0.03969270247785729,0.017904627773225663,0.0,0.09114583333333333,0.3198770052986581,0.03790963044549993
MistralSmall119B,8,medium,7,0.46717667077011554,0.4900294184993732,0.46717667077011543,0.1278108424077033,1.9825411154020653e-17,0.4851190476190476,0.48274853399870266,0.12220021368958792
MistralSmall119B,8,no_correct,17,0.0,0.009005212754523262,0.0,0.009005212754523262,0.0,0.0,,0.0
MistralSmall119B,16,all_correct,51,1.0,0.9904315143255977,1.0,0.009568485674402272,0.0,1.0,,0.0625
MistralSmall119B,16,easy,17,0.936332831793238,0.9002752448403873,0.936332831793238,0.05162646021068692,4.5715065719859385e-17,0.9301470588235294,0.5230716253466703,0.06305138913393693
MistralSmall119B,16,hard,8,0.024613096244236552,0.05273825128940098,0.024613096244236552,0.028215743357405117,3.2311742677852644e-27,0.09114583333333333,0.3198770052986581,0.010434218760381685
MistralSmall119B,16,medium,7,0.4596522000652099,0.4863425639959553,0.4596522000652099,0.18358484916828968,0.0,0.4851190476190476,0.48274853399870266,0.058996714474856486
MistralSmall119B,16,no_correct,17,0.0,0.00917932432969415,0.0,0.00917932432969415,0.0,0.0,,0.0
MistralSmall119B,32,all_correct,51,1.0,0.983457281060704,1.0,0.016542718939296153,0.0,1.0,,0.03125
MistralSmall119B,32,easy,17,0.9504296808070037,0.8915516289209396,0.9504296808070037,0.05955667895636583,3.918434204559376e-17,0.9301470588235294,0.5230716253466703,0.03200915430535426
MistralSmall119B,32,hard,8,0.010036876385005543,0.04963952023966399,0.010036876385005543,0.03960270924554702,0.0,0.09114583333333333,0.3198770052986581,0.001712162660124435
MistralSmall119B,32,medium,7,0.46352135736113514,0.48122233812605114,0.46352135736113514,0.2508323150977293,2.3790493384824782e-17,0.4851190476190476,0.48274853399870266,0.028909857070533895
MistralSmall119B,32,no_correct,17,0.0,0.00792006453837868,0.0,0.00792006453837868,0.0,0.0,,0.0
MistralSmall119B,48,all_correct,51,1.0,0.97818781039449,1.0,0.02181218960551001,0.0,1.0,,0.020833333333333332
MistralSmall119B,48,easy,17,0.9653213804165803,0.8856787664382713,0.9653213804165803,0.07964261405000729,3.2653618371328135e-17,0.9301470588235294,0.5230716253466703,0.021679952579196523
MistralSmall119B,48,hard,8,0.0040070778593363976,0.04723197590826318,0.0040070778593363976,0.04322489808730215,0.0,0.09114583333333333,0.3198770052986581,0.0003985043622090107
MistralSmall119B,48,medium,7,0.46165722074872395,0.4770373922619661,0.46165722074872395,0.3008106754703331,7.93016446160826e-18,0.4851190476190476,0.48274853399870266,0.018829625988342293
MistralSmall119B,48,no_correct,17,0.0,0.005993639046824373,0.0,0.005993639046824373,0.0,0.0,,0.0
Mixtral8x22B,2,all_correct,5,1.0,1.0,1.0,0.0,0.0,1.0,,0.5
Mixtral8x22B,2,easy,29,0.9350155651340997,0.9350155651340997,0.9350155651340997,1.0719394720518753e-16,3.062684205862501e-17,0.9094827586206896,0.7157243775518203,0.5146020344574945
Mixtral8x22B,2,hard,29,0.09024784482758613,0.0902478448275862,0.09024784482758613,1.2226809603091702e-16,1.4356332214980472e-18,0.08333333333333333,0.5459252268288446,0.5420841730108966
Mixtral8x22B,2,medium,22,0.5470328282828283,0.5470328282828283,0.5470328282828283,1.993354976031531e-16,1.766263902812749e-17,0.4810606060606061,0.652006770197987,0.5761249441447592
Mixtral8x22B,2,no_correct,15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Mixtral8x22B,3,all_correct,5,1.0,1.0,1.0,0.0,0.0,1.0,,0.3333333333333333
Mixtral8x22B,3,easy,29,0.940910485512452,0.9400945971431822,0.940910485512452,0.015522174623373238,2.6798486801296883e-17,0.9094827586206896,0.7157243775518203,0.34533534869089827
Mixtral8x22B,3,hard,29,0.09543996447956567,0.10939637911125684,0.09543996447956567,0.022662166820793812,9.570888143320315e-19,0.08333333333333333,0.5459252268288446,0.37384779522441114
Mixtral8x22B,3,medium,22,0.5698949126683502,0.5406438287894557,0.5698949126683502,0.05052087014780631,1.2616170734376778e-17,0.4810606060606061,0.652006770197987,0.4044827263307893
Mixtral8x22B,3,no_correct,15,0.0,0.007626421216681334,0.0,0.007626421216681334,0.0,0.0,,0.0
Mixtral8x22B,4,all_correct,5,1.0,1.0,1.0,0.0,0.0,1.0,,0.25
Mixtral8x22B,4,easy,29,0.9429161620678015,0.9409973493311358,0.9429161620678015,0.01821862697659978,3.828355257328126e-17,0.9094827586206896,0.7157243775518203,0.2595851138841151
Mixtral8x22B,4,hard,29,0.09815704228777526,0.11157108643492966,0.09815704228777526,0.023888194046188964,1.0169068652277834e-18,0.08333333333333333,0.5459252268288446,0.2827740638769477
Mixtral8x22B,4,medium,22,0.5798363134382014,0.5439715061747333,0.5798363134382014,0.06994265043733215,1.0092936587501423e-17,0.4810606060606061,0.652006770197987,0.31114078751106317
Mixtral8x22B,4,no_correct,15,0.0,0.008114415496109362,0.0,0.008114415496109362,0.0,0.0,,0.0
Mixtral8x22B,8,all_correct,5,1.0,0.9959723762240053,1.0,0.004027623775994638,0.0,1.0,,0.125
Mixtral8x22B,8,easy,29,0.9449848197974751,0.9421360999830111,0.9449848197974751,0.02672535056745336,3.062684205862501e-17,0.9094827586206896,0.7157243775518203,0.13008193553805522
Mixtral8x22B,8,hard,29,0.09897152429947358,0.11680182607167136,0.09897152429947358,0.04221708327973807,2.3927220358300787e-19,0.08333333333333333,0.5459252268288446,0.13658130714080388
Mixtral8x22B,8,medium,22,0.5908654197723812,0.5517042950863925,0.5908654197723812,0.11474306654400362,5.046468293750712e-18,0.4810606060606061,0.652006770197987,0.16139996733965048
Mixtral8x22B,8,no_correct,15,0.0,0.009005212754523262,0.0,0.009005212754523262,0.0,0.0,,0.0
Mixtral8x22B,16,all_correct,5,1.0,0.9904315143255978,1.0,0.009568485674402272,0.0,1.0,,0.0625
Mixtral8x22B,16,easy,29,0.9446995344902488,0.9425175032273695,0.9446995344902488,0.042794519515219384,3.828355257328126e-17,0.9094827586206896,0.7157243775518203,0.06499402354637193
Mixtral8x22B,16,hard,29,0.09390263321537953,0.12143944652228089,0.09390263321537953,0.06637870695717232,3.738628180984498e-21,0.08333333333333333,0.5459252268288446,0.06399992876915134
Mixtral8x22B,16,medium,22,0.5955623537258137,0.5587203983148085,0.5955623537258137,0.17141911695463155,1.3877787807814457e-17,0.4810606060606061,0.652006770197987,0.08296794298503161
Mixtral8x22B,16,no_correct,15,0.0,0.00917932432969415,0.0,0.00917932432969415,0.0,0.0,,0.0
Mixtral8x22B,32,all_correct,5,1.0,0.9834572810607038,1.0,0.016542718939296153,0.0,1.0,,0.03125
Mixtral8x22B,32,easy,29,0.9439220404045563,0.9415300916815422,0.9439220404045563,0.06305240102309552,1.914177628664063e-17,0.9094827586206896,0.7157243775518203,0.03245481359071041
Mixtral8x22B,32,hard,29,0.09134967234020468,0.1250322844231369,0.09134967234020468,0.09498710750847106,5.2340794534218205e-20,0.08333333333333333,0.5459252268288446,0.03244193252423783
Mixtral8x22B,32,medium,22,0.593759590989711,0.5643031301767382,0.593759590989711,0.2447928936115237,0.0,0.4810606060606061,0.652006770197987,0.042243876410856286
Mixtral8x22B,32,no_correct,15,0.0,0.00792006453837868,0.0,0.00792006453837868,0.0,0.0,,0.0
Mixtral8x22B,48,all_correct,5,1.0,0.97818781039449,1.0,0.021812189605510013,0.0,1.0,,0.020833333333333332
Mixtral8x22B,48,easy,29,0.9432365668450239,0.9403370761949873,0.9432365668450239,0.07995489406017245,1.914177628664063e-17,0.9094827586206896,0.7157243775518203,0.02161884589825067
Mixtral8x22B,48,hard,29,0.0899856545920674,0.12629573789313223,0.0899856545920674,0.10527095866347419,9.570890567815214e-19,0.08333333333333333,0.5459252268288446,0.021920565927137457
Mixtral8x22B,48,medium,22,0.5896527870571892,0.5663790132325794,0.5896527870571892,0.2912816498975373,1.261617073437678e-18,0.4810606060606061,0.652006770197987,0.028214983149305876
Mixtral8x22B,48,no_correct,15,0.0,0.005993639046824373,0.0,0.005993639046824373,0.0,0.0,,0.0
Mixtral8x7B,2,easy,11,0.9315419823232323,0.9315419823232323,0.9315419823232323,9.083642928751281e-17,5.0464682937507114e-17,0.8958333333333333,0.6663391905414282,0.5205689885212261
Mixtral8x7B,2,hard,39,0.09240340099715098,0.092403400997151,0.09240340099715098,7.104582235907577e-17,7.11681426041767e-19,0.0924145299145299,0.4740763051973468,0.47385658323158314
Mixtral8x7B,2,medium,25,0.44501736111111106,0.4450173611111111,0.44501736111111106,1.4765966227514583e-16,4.440892098500626e-18,0.42083333333333334,0.5530582170942739,0.5307365190005715
Mixtral8x7B,2,no_correct,25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Mixtral8x7B,3,easy,11,0.9424806331544613,0.9260237383686686,0.9424806331544613,0.028951262991528916,1.0092936587501423e-17,0.8958333333333333,0.6663391905414282,0.35133775408297585
Mixtral8x7B,3,hard,39,0.09248246268103039,0.10817005588019099,0.09248246268103039,0.023217713005622448,7.11681426041767e-19,0.0924145299145299,0.4740763051973468,0.30969654621998377
Mixtral8x7B,3,medium,25,0.4520598234953703,0.45450634326020073,0.4520598234953703,0.04405308844471303,2.220446049250313e-18,0.42083333333333334,0.5530582170942739,0.36034734175050886
Mixtral8x7B,3,no_correct,25,0.0,0.007626421216681334,0.0,0.007626421216681334,0.0,0.0,,0.0
Mixtral8x7B,4,easy,11,0.9456422165721889,0.9274077558900795,0.9456422165721889,0.03336547327897674,1.0092936587501423e-17,0.8958333333333333,0.6663391905414282,0.264471871495454
Mixtral8x7B,4,hard,39,0.09233523154794583,0.10985601115296036,0.09233523154794583,0.02808285969364027,5.587811196656062e-19,0.0924145299145299,0.4740763051973468,0.22892984871473368
Mixtral8x7B,4,medium,25,0.45541079674238033,0.45538562953938455,0.45541079674238033,0.06270161415257641,1.1102230246251566e-18,0.42083333333333334,0.5530582170942739,0.2730912205644761
Mixtral8x7B,4,no_correct,25,0.0,0.008114415496109362,0.0,0.008114415496109362,0.0,0.0,,0.0
Mixtral8x7B,8,easy,11,0.9424310753183068,0.9305351737645597,0.9424310753183068,0.04386261583841027,2.0185873175002847e-17,0.8958333333333333,0.6663391905414282,0.131868016116848
Mixtral8x7B,8,hard,39,0.08835027515144749,0.11370627401127692,0.08835027515144749,0.04281394904134643,3.336023718658718e-20,0.0924145299145299,0.4740763051973468,0.10550875375626262
Mixtral8x7B,8,medium,25,0.4618143009209945,0.4572192138963997,0.4618143009209945,0.10697557263404445,2.220446049250313e-18,0.42083333333333334,0.5530582170942739,0.140303697920829
Mixtral8x7B,8,no_correct,25,0.0,0.009005212754523262,0.0,0.009005212754523262,0.0,0.0,,0.0
Mixtral8x7B,16,easy,11,0.9331237159865752,0.9321939713816196,0.9331237159865752,0.05854031272107741,3.027880976250427e-17,0.8958333333333333,0.6663391905414282,0.06529873059550383
Mixtral8x7B,16,hard,39,0.07736873794882472,0.11702361674615631,0.07736873794882472,0.06857922692686384,1.7510793845156369e-22,0.0924145299145299,0.4740763051973468,0.0447318308242617
Mixtral8x7B,16,medium,25,0.46366202810324536,0.4583361125701716,0.4636620281032453,0.15837644723302277,6.661338147750939e-18,0.42083333333333334,0.5530582170942739,0.07193642311896736
Mixtral8x7B,16,no_correct,25,0.0,0.00917932432969415,0.0,0.00917932432969415,0.0,0.0,,0.0
Mixtral8x7B,32,easy,11,0.9228016420314078,0.9310756410756306,0.9228016420314078,0.07749531436189726,2.0185873175002847e-17,0.8958333333333333,0.6663391905414282,0.032286394318914814
Mixtral8x7B,32,hard,39,0.06843252351214618,0.1192751192341612,0.06843252351214618,0.10672939556908535,1.1120022281902609e-19,0.0924145299145299,0.4740763051973468,0.018932173767461223
Mixtral8x7B,32,medium,25,0.45343027494275,0.4580196398774572,0.45343027494275,0.2302168346357961,9.992007221626408e-18,0.42083333333333334,0.5530582170942739,0.03640893017516725
Mixtral8x7B,32,no_correct,25,0.0,0.00792006453837868,0.0,0.00792006453837868,0.0,0.0,,0.0
Mixtral8x7B,48,easy,11,0.9171323107556941,0.9297724748368602,0.9171323107556941,0.08735999500534494,2.0185873175002847e-17,0.8958333333333333,0.6663391905414282,0.021404484530351944
Mixtral8x7B,48,hard,39,0.06818404605677933,0.11970743641853747,0.06818404605677933,0.1274626892080938,8.896017825522087e-20,0.0924145299145299,0.4740763051973468,0.012220395006905839
Mixtral8x7B,48,medium,25,0.44573941852484417,0.45664470948474833,0.44573941852484417,0.2983326427971598,1.0009354456386176e-17,0.42083333333333334,0.5530582170942739,0.024521453270846365
Mixtral8x7B,48,no_correct,25,0.0,0.005993639046824373,0.0,0.005993639046824373,0.0,0.0,,0.0
Qwen122B,2,all_correct,67,1.0,1.0,1.0,0.0,0.0,1.0,,0.5
Qwen122B,2,easy,8,0.9793294270833334,0.9793294270833334,0.9793294270833334,4.163336342344337e-17,6.938893903907228e-17,0.9557291666666666,0.8604584503853121,0.5125851864964233
Qwen122B,2,hard,6,0.10467303240740738,0.1046730324074074,0.10467303240740738,1.214306433183765e-16,0.0,0.0798611111111111,0.6722264595495132,0.6585648148148148
Qwen122B,2,medium,5,0.6594618055555556,0.6594618055555556,0.6594618055555556,1.887379141862766e-16,0.0,0.5791666666666667,0.6756377202020151,0.5803058350533196
Qwen122B,2,no_correct,14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Qwen122B,3,all_correct,67,1.0,1.0,1.0,0.0,0.0,1.0,,0.3333333333333333
Qwen122B,3,easy,8,0.9868650083188657,0.98720683006857,0.9868650083188657,0.00525253150063161,0.0,0.9557291666666666,0.8604584503853121,0.34447204355822136
Qwen122B,3,hard,6,0.12149010175540124,0.14779797535153602,0.12149010175540124,0.03002423644335701,0.0,0.0798611111111111,0.6722264595495132,0.5162398726851851
Qwen122B,3,medium,5,0.7039840133101853,0.6377515742460051,0.7039840133101853,0.0769446117503932,0.0,0.5791666666666667,0.6756377202020151,0.41763307497706686
Qwen122B,3,no_correct,14,0.0,0.007626421216681334,0.0,0.007626421216681334,0.0,0.0,,0.0
Qwen122B,4,all_correct,67,1.0,1.0,1.0,0.0,0.0,1.0,,0.25
Qwen122B,4,easy,8,0.9907182057698568,0.9881406028395125,0.9907182057698568,0.005030402046347679,5.551115123125783e-17,0.9557291666666666,0.8604584503853121,0.2594171028994448
Qwen122B,4,hard,6,0.13315858566221384,0.15405352801632477,0.13315858566221384,0.028842405535576016,0.0,0.0798611111111111,0.6722264595495132,0.42719196586451896
Qwen122B,4,medium,5,0.7316917513623651,0.6414653939115409,0.7316917513623651,0.09844233200314514,0.0,0.5791666666666667,0.6756377202020151,0.32782663783991384
Qwen122B,4,no_correct,14,0.0,0.008114415496109362,0.0,0.008114415496109362,0.0,0.0,,0.0
Qwen122B,8,all_correct,67,1.0,0.9959723762240053,1.0,0.004027623775994638,0.0,1.0,,0.125
Qwen122B,8,easy,8,0.9969364449426249,0.9903192078313043,0.9969364449426249,0.006694196952992504,1.3877787807814457e-17,0.9557291666666666,0.8604584503853121,0.1305706823084606
