score_name,model,problem_idx,N,actual_acc,predicted_acc,MAE,mean_logprob_actual_acc,improvement_over_meanlogprob,auc
live_llm_judge_score,3B,0,1,0.7291666666666666,0.7291666666666666,0.0,0.7291666666666666,0.0,0.7692307692307693
live_llm_judge_score,3B,0,2,0.8355034722222222,0.8355034722222222,0.0,0.7408854166666673,0.09461805555555491,0.7692307692307693
live_llm_judge_score,3B,0,4,0.8532724262755593,0.8532724262755593,0.0,0.7257763897931139,0.12749603648244545,0.7692307692307693
live_llm_judge_score,3B,0,8,0.8536583619474223,0.8536583619474223,0.0,0.6966322376493927,0.15702612429802953,0.7692307692307693
live_llm_judge_score,3B,0,16,0.8536585365853301,0.8536585365853301,0.0,0.6752810929086375,0.17837744367669262,0.7692307692307693
live_llm_judge_score,3B,0,32,0.8536585365853658,0.8536585365853658,0.0,0.7066702597852103,0.14698827680015558,0.7692307692307693
live_llm_judge_score,3B,0,48,0.8536585365853658,0.8536585365853658,0.0,0.7542558212744654,0.09940271531090039,0.7692307692307693
live_llm_judge_score,3B,5,1,0.5416666666666666,0.5416666666666666,0.0,0.5416666666666666,0.0,0.7954545454545454
live_llm_judge_score,3B,5,2,0.6883680555555556,0.6883680555555556,0.0,0.5807291666666664,0.10763888888888917,0.7954545454545454
live_llm_judge_score,3B,5,4,0.7388603304639274,0.7388603304639274,0.0,0.6400135181568285,0.09884681230709891,0.7954545454545454
live_llm_judge_score,3B,5,8,0.7428356387099995,0.7428356387099995,0.0,0.7113509835314664,0.03148465517853305,0.7954545454545454
live_llm_judge_score,3B,5,16,0.7428571422346432,0.7428571422346432,0.0,0.7769758561244492,-0.03411871388980603,0.7954545454545454
live_llm_judge_score,3B,5,32,0.7428571428571429,0.7428571428571429,0.0,0.8544279706557354,-0.11157082779859251,0.7954545454545454
live_llm_judge_score,3B,5,48,0.7428571428571429,0.7428571428571429,0.0,0.9120294214496693,-0.16917227859252637,0.7954545454545454
live_llm_judge_score,3B,10,1,0.3541666666666667,0.3541666666666667,0.0,0.3541666666666667,0.0,0.7201138519924098
live_llm_judge_score,3B,10,2,0.4548611111111111,0.4548611111111111,0.0,0.3198784722222224,0.13498263888888873,0.7201138519924098
live_llm_judge_score,3B,10,4,0.49527391975308643,0.49527391975308643,0.0,0.33795260205680944,0.157321317696277,0.7201138519924098
live_llm_judge_score,3B,10,8,0.49994276965687395,0.49994276965687395,0.0,0.3657969550167931,0.13414581464008085,0.7201138519924098
live_llm_judge_score,3B,10,16,0.49999999128849076,0.49999999128849076,0.0,0.4094991594382261,0.09050083185026464,0.7201138519924098
live_llm_judge_score,3B,10,32,0.4999999999999998,0.4999999999999998,0.0,0.5275155599635027,-0.027515559963502967,0.7201138519924098
