K,N,model,heldout_MAE_mean,heldout_MAE_std,heldout_MAE_ci_low,heldout_MAE_ci_high,num_problems_used,num_splits
8,32,Stockmark100B,0.13606481802507275,0.008261868863835294,0.13244389434653073,0.13968574170361478,499,20
16,2,Stockmark100B,0.05810096756012025,0.0023340588035368386,0.05707802118707497,0.05912391393316553,499,20
16,8,Stockmark100B,0.08629397930402818,0.0038874712086913936,0.08459021992691956,0.0879977386811368,499,20
16,16,Stockmark100B,0.107317230222946,0.005930636936381325,0.10471801398438052,0.10991644646151147,499,20
16,32,Stockmark100B,0.12540277027173036,0.007719082113886506,0.12201973337494197,0.12878580716851876,499,20
24,2,Stockmark100B,0.05420076263638387,0.001981953708334284,0.05333213312524559,0.05506939214752215,499,20
24,8,Stockmark100B,0.08152065070598255,0.003603868626968383,0.07994118564053404,0.08310011577143106,499,20
24,16,Stockmark100B,0.10175700710353883,0.004078823332250445,0.09996938396067048,0.10354463024640717,499,20
32,2,Stockmark100B,0.058457442228206404,0.0022930413981651567,0.057452472525668784,0.05946241193074402,499,20
32,8,Stockmark100B,0.0856459448903715,0.004772491553092998,0.08355430824555864,0.08773758153518436,499,20
32,16,Stockmark100B,0.10550032390071454,0.0058922751304297276,0.10291792046489516,0.10808272733653392,499,20
8,2,Super120B,0.03980137499999999,0.0026253487832196003,0.038650765164590616,0.04095198483540937,500,20
8,8,Super120B,0.06381889093446855,0.003935591696726886,0.062094041823617795,0.0655437400453193,500,20
8,16,Super120B,0.0780527058418399,0.004626586840239258,0.07602501475683804,0.08008039692684177,499,20
8,32,Super120B,0.08574363123498445,0.00568826786155818,0.08325063792690085,0.08823662454306805,499,20
16,2,Super120B,0.03220562218186372,0.002045843434946417,0.0313089917634588,0.033102252600268646,499,20
16,8,Super120B,0.05225340919209219,0.003796947671766751,0.050589323504280505,0.053917494879903875,499,20
16,16,Super120B,0.06707858715811506,0.004146133725546676,0.0652614639347062,0.06889571038152392,499,20
16,32,Super120B,0.08125710730122179,0.0042198528812539705,0.07940767523330548,0.0831065393691381,499,20
24,2,Super120B,0.03034993598307727,0.0017228126508216223,0.029594880047929453,0.031104991918225088,499,20
24,8,Super120B,0.048828146281067936,0.0031116384960681717,0.04746441058213966,0.05019188197999621,499,20
24,16,Super120B,0.06386445480540934,0.0038650405448772017,0.06217052610015824,0.06555838351066043,499,20
32,2,Super120B,0.030835107715430864,0.0018370720279881438,0.030029975400338468,0.031640240030523265,499,20
32,8,Super120B,0.05087359609507095,0.003653668996139446,0.04927230505551131,0.05247488713463059,499,20
32,16,Super120B,0.06576839265244722,0.00422604321796425,0.0639162475498481,0.06762053775504634,499,20
8,2,Super49B,0.043456125,0.00261205334572651,0.04231134214698755,0.04460090785301245,500,20
8,8,Super49B,0.0590120909819976,0.0034690572961797485,0.05749170958730609,0.06053247237668911,500,20
8,16,Super49B,0.06813683244940831,0.00441062772105513,0.06620378962149435,0.07006987527732227,500,20
8,32,Super49B,0.07258019766888227,0.005473694288619924,0.07018124537547059,0.07497914996229395,500,20
16,2,Super49B,0.03462998046875,0.0015898128698416621,0.033933214257649884,0.03532674667985012,500,20
16,8,Super49B,0.04864586484223355,0.0032309297759218793,0.04722984743477361,0.05006188224969349,500,20
16,16,Super49B,0.0581077488457762,0.004028380950649659,0.0563422330513723,0.0598732646401801,500,20
16,32,Super49B,0.06698821634063669,0.005037492087665342,0.06478043809078583,0.06919599459048754,500,20
24,2,Super49B,0.03297118055555555,0.0015418646726935079,0.032295428568386915,0.03364693254272418,500,20
24,8,Super49B,0.04621948264252392,0.003007844381268349,0.04490123672008158,0.04753772856496626,500,20
24,16,Super49B,0.05596185283242525,0.004140033895747739,0.05414740297729639,0.05777630268755412,500,20
32,2,Super49B,0.03475869140625,0.001610142603030498,0.03405301529673645,0.035464367515763554,500,20
32,8,Super49B,0.048365028202665514,0.002770478212944446,0.047150812590257635,0.04957924381507339,500,20
32,16,Super49B,0.05818502312723721,0.0036133377723726007,0.05660140802583742,0.059768638228637,500,20
8,2,Ultra253B,0.02542925824175824,0.00207021484001919,0.024521946584137137,0.026336569899379346,273,20
8,8,Ultra253B,0.02086963998529064,0.002802548048761195,0.01964136914763171,0.022097910822949568,273,20
