model,seed,policy,mean_budget,total_budget,accuracy,mean_allocated_samples,num_problems,pilot_k
70B,9,p_based,1,100,0.6703125,1.0,100,16
70B,9,auc_kappa_based,1,100,0.6703125,1.0,100,16
70B,9,moment_law,1,100,0.6703125,1.0,100,16
70B,9,oracle,1,100,0.6703125,1.0,100,16
70B,9,uniform,2,200,0.676376953125,2.0,100,16
70B,9,p_based,2,200,0.674092461384098,2.0,100,16
70B,9,auc_kappa_based,2,200,0.678523197025298,2.0,100,16
70B,9,moment_law,2,200,0.6810975267530679,2.0,100,16
70B,9,oracle,2,200,0.6975735605422483,2.0,100,16
70B,9,uniform,4,400,0.676334581375122,4.0,100,16
70B,9,p_based,4,400,0.6689381771820304,4.0,100,16
70B,9,auc_kappa_based,4,400,0.6746350701529786,4.0,100,16
70B,9,moment_law,4,400,0.6792362628134535,3.13,100,16
70B,9,oracle,4,400,0.7057026588631835,4.0,100,16
70B,9,uniform,8,800,0.673028090326452,8.0,100,16
70B,9,p_based,8,800,0.6559061674724367,8.0,100,16
70B,9,auc_kappa_based,8,800,0.6704455370123038,6.26,100,16
70B,9,moment_law,8,800,0.6792362628134535,3.13,100,16
70B,9,oracle,8,800,0.7057256537928768,5.1,100,16
70B,9,uniform,16,1600,0.665258048611769,16.0,100,16
70B,9,p_based,16,1600,0.6503510686739651,10.09,100,16
70B,9,auc_kappa_based,16,1600,0.6704455370123038,6.26,100,16
70B,9,moment_law,16,1600,0.6792362628134535,3.13,100,16
70B,9,oracle,16,1600,0.7057256537928768,5.1,100,16
70B,9,uniform,32,3200,0.6524359627869879,32.0,100,16
70B,9,p_based,32,3200,0.6503510686739651,10.09,100,16
70B,9,auc_kappa_based,32,3200,0.6704455370123038,6.26,100,16
70B,9,moment_law,32,3200,0.6792362628134535,3.13,100,16
70B,9,oracle,32,3200,0.7057256537928768,5.1,100,16
70B,10,uniform,1,100,0.6684375,1.0,100,16
70B,10,p_based,1,100,0.6684375,1.0,100,16
70B,10,auc_kappa_based,1,100,0.6684375,1.0,100,16
70B,10,moment_law,1,100,0.6684375,1.0,100,16
70B,10,oracle,1,100,0.6684375,1.0,100,16
70B,10,uniform,2,200,0.672236328125,2.0,100,16
70B,10,p_based,2,200,0.6686792750281529,2.0,100,16
70B,10,auc_kappa_based,2,200,0.6725568952562904,2.0,100,16
70B,10,moment_law,2,200,0.6741920529336823,2.0,100,16
70B,10,oracle,2,200,0.6960988297169416,2.0,100,16
70B,10,uniform,4,400,0.6693766498565674,4.0,100,16
70B,10,p_based,4,400,0.668384204907788,4.0,100,16
70B,10,auc_kappa_based,4,400,0.6739551111540223,4.0,100,16
70B,10,moment_law,4,400,0.675063411051188,3.35,100,16
70B,10,oracle,4,400,0.7056834649984376,4.0,100,16
70B,10,uniform,8,800,0.6627447757261415,8.0,100,16
70B,10,p_based,8,800,0.6581454574946443,8.0,100,16
70B,10,auc_kappa_based,8,800,0.6752593490868697,6.76,100,16
70B,10,moment_law,8,800,0.675063411051188,3.35,100,16
70B,10,oracle,8,800,0.7057109264049811,5.52,100,16
70B,10,uniform,16,1600,0.6532651603275077,16.0,100,16
70B,10,p_based,16,1600,0.6527955101170749,9.55,100,16
70B,10,auc_kappa_based,16,1600,0.6752593490868697,6.76,100,16
70B,10,moment_law,16,1600,0.675063411051188,3.35,100,16
70B,10,oracle,16,1600,0.7057109264049811,5.52,100,16
70B,10,uniform,32,3200,0.6441488443723773,32.0,100,16
70B,10,p_based,32,3200,0.6527955101170749,9.55,100,16
70B,10,auc_kappa_based,32,3200,0.6752593490868697,6.76,100,16
70B,10,moment_law,32,3200,0.675063411051188,3.35,100,16
70B,10,oracle,32,3200,0.7057109264049811,5.52,100,16
70B,11,uniform,1,100,0.666875,1.0,100,16
70B,11,p_based,1,100,0.666875,1.0,100,16
70B,11,auc_kappa_based,1,100,0.666875,1.0,100,16
70B,11,moment_law,1,100,0.666875,1.0,100,16
70B,11,oracle,1,100,0.666875,1.0,100,16
70B,11,uniform,2,200,0.67,2.0,100,16
70B,11,p_based,2,200,0.6701062100054697,2.0,100,16
70B,11,auc_kappa_based,2,200,0.665266315634363,2.0,100,16
70B,11,moment_law,2,200,0.6683280088363474,2.0,100,16
70B,11,oracle,2,200,0.6914109763083696,2.0,100,16
70B,11,uniform,4,400,0.6677193069458007,4.0,100,16
70B,11,p_based,4,400,0.6650858796962587,4.0,100,16
70B,11,auc_kappa_based,4,400,0.6592863888038984,4.0,100,16
70B,11,moment_law,4,400,0.6557948987273786,3.53,100,16
70B,11,oracle,4,400,0.6989171813660267,4.0,100,16
70B,11,uniform,8,800,0.6612293514336125,8.0,100,16
70B,11,p_based,8,800,0.6561589896792424,8.0,100,16
70B,11,auc_kappa_based,8,800,0.6556083370069168,6.12,100,16
70B,11,moment_law,8,800,0.6557948987273786,3.53,100,16
70B,11,oracle,8,800,0.6989464520315394,5.58,100,16
70B,11,uniform,16,1600,0.6498422636427362,16.0,100,16
70B,11,p_based,16,1600,0.6529715738769536,9.97,100,16
70B,11,auc_kappa_based,16,1600,0.6556083370069168,6.12,100,16
70B,11,moment_law,16,1600,0.6557948987273786,3.53,100,16
70B,11,oracle,16,1600,0.6989464520315394,5.58,100,16
70B,11,uniform,32,3200,0.6356695936076225,32.0,100,16
70B,11,p_based,32,3200,0.6529715738769536,9.97,100,16
70B,11,auc_kappa_based,32,3200,0.6556083370069168,6.12,100,16
70B,11,moment_law,32,3200,0.6557948987273786,3.53,100,16
70B,11,oracle,32,3200,0.6989464520315394,5.58,100,16
70B,12,uniform,1,100,0.6703125,1.0,100,16
70B,12,p_based,1,100,0.6703125,1.0,100,16
70B,12,auc_kappa_based,1,100,0.6703125,1.0,100,16
70B,12,moment_law,1,100,0.6703125,1.0,100,16
70B,12,oracle,1,100,0.6703125,1.0,100,16
70B,12,uniform,2,200,0.673544921875,2.0,100,16
70B,12,p_based,2,200,0.6717245744937972,2.0,100,16
70B,12,auc_kappa_based,2,200,0.675711390165251,2.0,100,16
70B,12,moment_law,2,200,0.6703702817945412,2.0,100,16
70B,12,oracle,2,200,0.6968770114650127,2.0,100,16
70B,12,uniform,4,400,0.6692284679412842,4.0,100,16
70B,12,p_based,4,400,0.669355921708407,4.0,100,16
70B,12,auc_kappa_based,4,400,0.6707894415665524,4.0,100,16
70B,12,moment_law,4,400,0.6622120651617651,3.66,100,16
70B,12,oracle,4,400,0.7056753126159643,4.0,100,16
70B,12,uniform,8,800,0.6594924228870787,8.0,100,16
70B,12,p_based,8,800,0.6535652587124197,8.0,100,16
70B,12,auc_kappa_based,8,800,0.6696907999504841,6.73,100,16
70B,12,moment_law,8,800,0.6622120651617651,3.66,100,16
70B,12,oracle,8,800,0.7056863165673574,5.33,100,16
70B,12,uniform,16,1600,0.6465825772169345,16.0,100,16
70B,12,p_based,16,1600,0.6493951993782955,9.97,100,16
70B,12,auc_kappa_based,16,1600,0.6696907999504841,6.73,100,16
70B,12,moment_law,16,1600,0.6622120651617651,3.66,100,16
70B,12,oracle,16,1600,0.7056863165673574,5.33,100,16
70B,12,uniform,32,3200,0.6392525549918442,32.0,100,16
70B,12,p_based,32,3200,0.6493951993782955,9.97,100,16
70B,12,auc_kappa_based,32,3200,0.6696907999504841,6.73,100,16
70B,12,moment_law,32,3200,0.6622120651617651,3.66,100,16
70B,12,oracle,32,3200,0.7056863165673574,5.33,100,16
70B,13,uniform,1,100,0.6740625,1.0,100,16
70B,13,p_based,1,100,0.6740625,1.0,100,16
70B,13,auc_kappa_based,1,100,0.6740625,1.0,100,16
70B,13,moment_law,1,100,0.6740625,1.0,100,16
70B,13,oracle,1,100,0.6740625,1.0,100,16
70B,13,uniform,2,200,0.679091796875,2.0,100,16
70B,13,p_based,2,200,0.6807295133231218,2.0,100,16
70B,13,auc_kappa_based,2,200,0.6816606520036071,2.0,100,16
70B,13,moment_law,2,200,0.683226312092145,2.0,100,16
70B,13,oracle,2,200,0.6980100650626645,2.0,100,16
70B,13,uniform,4,400,0.676790533065796,4.0,100,16
70B,13,p_based,4,400,0.6790725194509838,4.0,100,16
70B,13,auc_kappa_based,4,400,0.6752971482087896,4.0,100,16
70B,13,moment_law,4,400,0.6800507140399187,3.65,100,16
70B,13,oracle,4,400,0.7056293575421495,4.0,100,16
70B,13,uniform,8,800,0.6688970815855191,8.0,100,16
70B,13,p_based,8,800,0.6671108265512025,8.0,100,16
70B,13,auc_kappa_based,8,800,0.6718443965810345,5.84,100,16
70B,13,moment_law,8,800,0.6800507140399187,3.65,100,16
70B,13,oracle,8,800,0.7056302925161263,4.68,100,16
70B,13,uniform,16,1600,0.6551560652582714,16.0,100,16
70B,13,p_based,16,1600,0.656614509099541,10.6,100,16
70B,13,auc_kappa_based,16,1600,0.6718443965810345,5.84,100,16
70B,13,moment_law,16,1600,0.6800507140399187,3.65,100,16
70B,13,oracle,16,1600,0.7056302925161263,4.68,100,16
70B,13,uniform,32,3200,0.6389547921150139,32.0,100,16
70B,13,p_based,32,3200,0.656614509099541,10.6,100,16
70B,13,auc_kappa_based,32,3200,0.6718443965810345,5.84,100,16
70B,13,moment_law,32,3200,0.6800507140399187,3.65,100,16
70B,13,oracle,32,3200,0.7056302925161263,4.68,100,16
70B,14,uniform,1,100,0.674375,1.0,100,16
70B,14,p_based,1,100,0.674375,1.0,100,16
70B,14,auc_kappa_based,1,100,0.674375,1.0,100,16
70B,14,moment_law,1,100,0.674375,1.0,100,16
70B,14,oracle,1,100,0.674375,1.0,100,16
70B,14,uniform,2,200,0.68068359375,2.0,100,16
70B,14,p_based,2,200,0.6799033148106978,2.0,100,16
70B,14,auc_kappa_based,2,200,0.6806898649351496,2.0,100,16
70B,14,moment_law,2,200,0.6831845421949302,2.0,100,16
70B,14,oracle,2,200,0.7031765538098653,2.0,100,16
70B,14,uniform,4,400,0.6812650108337402,4.0,100,16
70B,14,p_based,4,400,0.6790272876896136,4.0,100,16
70B,14,auc_kappa_based,4,400,0.6791353304710647,4.0,100,16
70B,14,moment_law,4,400,0.6813114699090861,3.4,100,16
70B,14,oracle,4,400,0.716880379712146,4.0,100,16
70B,14,uniform,8,800,0.6773722697207085,8.0,100,16
70B,14,p_based,8,800,0.6732932856110039,8.0,100,16
70B,14,auc_kappa_based,8,800,0.6780101908476404,5.38,100,16
70B,14,moment_law,8,800,0.6813114699090861,3.4,100,16
70B,14,oracle,8,800,0.717844521136222,5.53,100,16
70B,14,uniform,16,1600,0.6709646825307078,16.0,100,16
70B,14,p_based,16,1600,0.6712244885061602,9.71,100,16
70B,14,auc_kappa_based,16,1600,0.6780101908476404,5.38,100,16
70B,14,moment_law,16,1600,0.6813114699090861,3.4,100,16
70B,14,oracle,16,1600,0.717844521136222,5.53,100,16
70B,14,uniform,32,3200,0.6689272575184774,32.0,100,16
70B,14,p_based,32,3200,0.6712244885061602,9.71,100,16
70B,14,auc_kappa_based,32,3200,0.6780101908476404,5.38,100,16
70B,14,moment_law,32,3200,0.6813114699090861,3.4,100,16
70B,14,oracle,32,3200,0.717844521136222,5.53,100,16
70B,15,uniform,1,100,0.6746875,1.0,100,16
70B,15,p_based,1,100,0.6746875,1.0,100,16
70B,15,auc_kappa_based,1,100,0.6746875,1.0,100,16
70B,15,moment_law,1,100,0.6746875,1.0,100,16
70B,15,oracle,1,100,0.6746875,1.0,100,16
70B,15,uniform,2,200,0.681826171875,2.0,100,16
70B,15,p_based,2,200,0.6814561692954203,2.0,100,16
70B,15,auc_kappa_based,2,200,0.6891419258437854,2.0,100,16
70B,15,moment_law,2,200,0.6828212271230228,2.0,100,16
70B,15,oracle,2,200,0.7018584182655746,2.0,100,16
70B,15,uniform,4,400,0.6812174892425538,4.0,100,16
70B,15,p_based,4,400,0.6768199584886111,4.0,100,16
70B,15,auc_kappa_based,4,400,0.695072343940673,4.0,100,16
70B,15,moment_law,4,400,0.686444570934455,3.1,100,16
70B,15,oracle,4,400,0.7070722430174476,4.0,100,16
70B,15,uniform,8,800,0.6744684562657404,8.0,100,16
70B,15,p_based,8,800,0.6608689139005435,8.0,100,16
70B,15,auc_kappa_based,8,800,0.6957940538672814,4.77,100,16
70B,15,moment_law,8,800,0.686444570934455,3.1,100,16
70B,15,oracle,8,800,0.7070723921306342,4.67,100,16
70B,15,uniform,16,1600,0.6628952137069132,16.0,100,16
70B,15,p_based,16,1600,0.6586334700079763,9.14,100,16
70B,15,auc_kappa_based,16,1600,0.6957940538672814,4.77,100,16
70B,15,moment_law,16,1600,0.686444570934455,3.1,100,16
70B,15,oracle,16,1600,0.7070723921306342,4.67,100,16
70B,15,uniform,32,3200,0.649760793120837,32.0,100,16
70B,15,p_based,32,3200,0.6586334700079763,9.14,100,16
70B,15,auc_kappa_based,32,3200,0.6957940538672814,4.77,100,16
70B,15,moment_law,32,3200,0.686444570934455,3.1,100,16
70B,15,oracle,32,3200,0.7070723921306342,4.67,100,16
70B,16,uniform,1,100,0.6709375,1.0,100,16
70B,16,p_based,1,100,0.6709375,1.0,100,16
70B,16,auc_kappa_based,1,100,0.6709375,1.0,100,16
70B,16,moment_law,1,100,0.6709375,1.0,100,16
70B,16,oracle,1,100,0.6709375,1.0,100,16
70B,16,uniform,2,200,0.679775390625,2.0,100,16
70B,16,p_based,2,200,0.6770017827745874,2.0,100,16
70B,16,auc_kappa_based,2,200,0.6793734933728206,2.0,100,16
70B,16,moment_law,2,200,0.677452962348229,2.0,100,16
70B,16,oracle,2,200,0.7005911009888234,2.0,100,16
70B,16,uniform,4,400,0.679670877456665,4.0,100,16
70B,16,p_based,4,400,0.6709372474166801,4.0,100,16
70B,16,auc_kappa_based,4,400,0.6783482907875361,4.0,100,16
70B,16,moment_law,4,400,0.6754350769441249,3.13,100,16
70B,16,oracle,4,400,0.7088871400644599,4.0,100,16
70B,16,uniform,8,800,0.6738153640713517,8.0,100,16
70B,16,p_based,8,800,0.6530297480850313,8.0,100,16
70B,16,auc_kappa_based,8,800,0.6773412619999856,4.95,100,16
70B,16,moment_law,8,800,0.6754350769441249,3.13,100,16
70B,16,oracle,8,800,0.7088904011958335,5.27,100,16
70B,16,uniform,16,1600,0.6607060347270735,16.0,100,16
70B,16,p_based,16,1600,0.6514004466229366,8.66,100,16
70B,16,auc_kappa_based,16,1600,0.6773412619999856,4.95,100,16
70B,16,moment_law,16,1600,0.6754350769441249,3.13,100,16
70B,16,oracle,16,1600,0.7088904011958335,5.27,100,16
70B,16,uniform,32,3200,0.6459688651750473,32.0,100,16
70B,16,p_based,32,3200,0.6514004466229366,8.66,100,16
70B,16,auc_kappa_based,32,3200,0.6773412619999856,4.95,100,16
70B,16,moment_law,32,3200,0.6754350769441249,3.13,100,16
70B,16,oracle,32,3200,0.7088904011958335,5.27,100,16
70B,17,uniform,1,100,0.6721875,1.0,100,16
70B,17,p_based,1,100,0.6721875,1.0,100,16
70B,17,auc_kappa_based,1,100,0.6721875,1.0,100,16
70B,17,moment_law,1,100,0.6721875,1.0,100,16
70B,17,oracle,1,100,0.6721875,1.0,100,16
70B,17,uniform,2,200,0.678271484375,2.0,100,16
70B,17,p_based,2,200,0.6758914506187921,2.0,100,16
70B,17,auc_kappa_based,2,200,0.6772203218538031,2.0,100,16
70B,17,moment_law,2,200,0.6790989515742845,2.0,100,16
70B,17,oracle,2,200,0.6998063666310133,2.0,100,16
70B,17,uniform,4,400,0.674592924118042,4.0,100,16
70B,17,p_based,4,400,0.6699512566247228,4.0,100,16
70B,17,auc_kappa_based,4,400,0.6719596189810649,4.0,100,16
70B,17,moment_law,4,400,0.6794097232231008,3.22,100,16
70B,17,oracle,4,400,0.7056331158263347,4.0,100,16
70B,17,uniform,8,800,0.6634974120100651,8.0,100,16
70B,17,p_based,8,800,0.6528390959752941,8.0,100,16
70B,17,auc_kappa_based,8,800,0.6706761289861375,5.05,100,16
70B,17,moment_law,8,800,0.6794097232231008,3.22,100,16
70B,17,oracle,8,800,0.7056340537962805,5.21,100,16
70B,17,uniform,16,1600,0.6470320793166122,16.0,100,16
70B,17,p_based,16,1600,0.6493831661840332,10.3,100,16
70B,17,auc_kappa_based,16,1600,0.6706761289861375,5.05,100,16
70B,17,moment_law,16,1600,0.6794097232231008,3.22,100,16
70B,17,oracle,16,1600,0.7056340537962805,5.21,100,16
70B,17,uniform,32,3200,0.6342881691744788,32.0,100,16
70B,17,p_based,32,3200,0.6493831661840332,10.3,100,16
70B,17,auc_kappa_based,32,3200,0.6706761289861375,5.05,100,16
70B,17,moment_law,32,3200,0.6794097232231008,3.22,100,16
70B,17,oracle,32,3200,0.7056340537962805,5.21,100,16
70B,18,uniform,1,100,0.670625,1.0,100,16
70B,18,p_based,1,100,0.670625,1.0,100,16
70B,18,auc_kappa_based,1,100,0.670625,1.0,100,16
70B,18,moment_law,1,100,0.670625,1.0,100,16
70B,18,oracle,1,100,0.670625,1.0,100,16
70B,18,uniform,2,200,0.67734375,2.0,100,16
70B,18,p_based,2,200,0.6757887067901902,2.0,100,16
70B,18,auc_kappa_based,2,200,0.6774585512230706,2.0,100,16
70B,18,moment_law,2,200,0.683133295394276,2.0,100,16
70B,18,oracle,2,200,0.6989402162334847,2.0,100,16
70B,18,uniform,4,400,0.6772150039672852,4.0,100,16
70B,18,p_based,4,400,0.6746359995013398,4.0,100,16
70B,18,auc_kappa_based,4,400,0.6731458593763476,4.0,100,16
70B,18,moment_law,4,400,0.6792985425088898,2.79,100,16
70B,18,oracle,4,400,0.7094824958655217,4.0,100,16
70B,18,uniform,8,800,0.6709378658868446,8.0,100,16
70B,18,p_based,8,800,0.6566693158186658,8.0,100,16
70B,18,auc_kappa_based,8,800,0.6730710437367534,6.09,100,16
70B,18,moment_law,8,800,0.6792985425088898,2.79,100,16
70B,18,oracle,8,800,0.709603571203221,5.78,100,16
70B,18,uniform,16,1600,0.6588682910185628,16.0,100,16
70B,18,p_based,16,1600,0.6497250639515368,9.93,100,16
70B,18,auc_kappa_based,16,1600,0.6730710437367534,6.09,100,16
70B,18,moment_law,16,1600,0.6792985425088898,2.79,100,16
70B,18,oracle,16,1600,0.709603571203221,5.78,100,16
70B,18,uniform,32,3200,0.646349583093494,32.0,100,16
70B,18,p_based,32,3200,0.6497250639515368,9.93,100,16
70B,18,auc_kappa_based,32,3200,0.6730710437367534,6.09,100,16
70B,18,moment_law,32,3200,0.6792985425088898,2.79,100,16
70B,18,oracle,32,3200,0.709603571203221,5.78,100,16
70B,19,uniform,1,100,0.6728125,1.0,100,16
70B,19,p_based,1,100,0.6728125,1.0,100,16
70B,19,auc_kappa_based,1,100,0.6728125,1.0,100,16
70B,19,moment_law,1,100,0.6728125,1.0,100,16
70B,19,oracle,1,100,0.6728125,1.0,100,16
70B,19,uniform,2,200,0.681767578125,2.0,100,16
70B,19,p_based,2,200,0.6840266209095717,2.0,100,16
70B,19,auc_kappa_based,2,200,0.6856216491054932,2.0,100,16
70B,19,moment_law,2,200,0.6842800993222217,2.0,100,16
70B,19,oracle,2,200,0.7023364098617221,2.0,100,16
70B,19,uniform,4,400,0.6842613315582275,4.0,100,16
70B,19,p_based,4,400,0.690165277962804,4.0,100,16
70B,19,auc_kappa_based,4,400,0.6863780775698979,4.0,100,16
70B,19,moment_law,4,400,0.682272857944572,3.36,100,16
70B,19,oracle,4,400,0.7196870936643001,4.0,100,16
70B,19,uniform,8,800,0.6810875402385227,8.0,100,16
70B,19,p_based,8,800,0.6798868222740242,8.0,100,16
70B,19,auc_kappa_based,8,800,0.688482873184631,5.25,100,16
70B,19,moment_law,8,800,0.682272857944572,3.36,100,16
70B,19,oracle,8,800,0.7209239451965075,6.42,100,16
70B,19,uniform,16,1600,0.6729421386855573,16.0,100,16
70B,19,p_based,16,1600,0.6695244965709464,10.73,100,16
70B,19,auc_kappa_based,16,1600,0.688482873184631,5.25,100,16
70B,19,moment_law,16,1600,0.682272857944572,3.36,100,16
70B,19,oracle,16,1600,0.7209239451965075,6.42,100,16
70B,19,uniform,32,3200,0.6635881740722473,32.0,100,16
70B,19,p_based,32,3200,0.6695244965709464,10.73,100,16
70B,19,auc_kappa_based,32,3200,0.688482873184631,5.25,100,16
70B,19,moment_law,32,3200,0.682272857944572,3.36,100,16
70B,19,oracle,32,3200,0.7209239451965075,6.42,100,16
MistralSmall119B,0,uniform,1,100,0.7096875,1.0,100,16
MistralSmall119B,0,p_based,1,100,0.7096875,1.0,100,16
MistralSmall119B,0,auc_kappa_based,1,100,0.7096875,1.0,100,16
MistralSmall119B,0,moment_law,1,100,0.7096875,1.0,100,16
MistralSmall119B,0,oracle,1,100,0.7096875,1.0,100,16
MistralSmall119B,0,uniform,2,200,0.709443359375,2.0,100,16
MistralSmall119B,0,p_based,2,200,0.7095780082511384,2.0,100,16
MistralSmall119B,0,auc_kappa_based,2,200,0.7183041786849281,2.0,100,16
MistralSmall119B,0,moment_law,2,200,0.7178189817827803,2.0,100,16
MistralSmall119B,0,oracle,2,200,0.725245312213303,2.0,100,16
MistralSmall119B,0,uniform,4,400,0.7084756755828857,4.0,100,16
MistralSmall119B,0,p_based,4,400,0.7075896008357848,4.0,100,16
MistralSmall119B,0,auc_kappa_based,4,400,0.7217696819683556,3.63,100,16
MistralSmall119B,0,moment_law,4,400,0.717903193395243,2.36,100,16
MistralSmall119B,0,oracle,4,400,0.7254742264384987,3.7,100,16
MistralSmall119B,0,uniform,8,800,0.7068018518913868,8.0,100,16
MistralSmall119B,0,p_based,8,800,0.7123724066642826,6.46,100,16
MistralSmall119B,0,auc_kappa_based,8,800,0.7217696819683556,3.63,100,16
MistralSmall119B,0,moment_law,8,800,0.717903193395243,2.36,100,16
MistralSmall119B,0,oracle,8,800,0.7254742264384987,3.7,100,16
MistralSmall119B,0,uniform,16,1600,0.7052635520391702,16.0,100,16
MistralSmall119B,0,p_based,16,1600,0.7123724066642826,6.46,100,16
MistralSmall119B,0,auc_kappa_based,16,1600,0.7217696819683556,3.63,100,16
MistralSmall119B,0,moment_law,16,1600,0.717903193395243,2.36,100,16
MistralSmall119B,0,oracle,16,1600,0.7254742264384987,3.7,100,16
MistralSmall119B,0,uniform,32,3200,0.7051681640055318,32.0,100,16
MistralSmall119B,0,p_based,32,3200,0.7123724066642826,6.46,100,16
MistralSmall119B,0,auc_kappa_based,32,3200,0.7217696819683556,3.63,100,16
MistralSmall119B,0,moment_law,32,3200,0.717903193395243,2.36,100,16
MistralSmall119B,0,oracle,32,3200,0.7254742264384987,3.7,100,16
MistralSmall119B,1,uniform,1,100,0.71,1.0,100,16
MistralSmall119B,1,p_based,1,100,0.71,1.0,100,16
MistralSmall119B,1,auc_kappa_based,1,100,0.71,1.0,100,16
MistralSmall119B,1,moment_law,1,100,0.71,1.0,100,16
MistralSmall119B,1,oracle,1,100,0.71,1.0,100,16
MistralSmall119B,1,uniform,2,200,0.706328125,2.0,100,16
MistralSmall119B,1,p_based,2,200,0.7049570610097239,2.0,100,16
MistralSmall119B,1,auc_kappa_based,2,200,0.7158166795427683,2.0,100,16
MistralSmall119B,1,moment_law,2,200,0.7153430430213956,2.0,100,16
MistralSmall119B,1,oracle,2,200,0.7214286826519292,2.0,100,16
MistralSmall119B,1,uniform,4,400,0.7034706497192382,4.0,100,16
MistralSmall119B,1,p_based,4,400,0.704250318677696,4.0,100,16
MistralSmall119B,1,auc_kappa_based,4,400,0.713750580813181,4.0,100,16
MistralSmall119B,1,moment_law,4,400,0.7160708561787582,2.54,100,16
MistralSmall119B,1,oracle,4,400,0.7215170309191419,3.74,100,16
MistralSmall119B,1,uniform,8,800,0.7007220871113895,8.0,100,16
MistralSmall119B,1,p_based,8,800,0.7073611635322525,6.09,100,16
MistralSmall119B,1,auc_kappa_based,8,800,0.7124017856534667,4.81,100,16
MistralSmall119B,1,moment_law,8,800,0.7160708561787582,2.54,100,16
MistralSmall119B,1,oracle,8,800,0.7215170309191419,3.74,100,16
MistralSmall119B,1,uniform,16,1600,0.7009526006308683,16.0,100,16
MistralSmall119B,1,p_based,16,1600,0.7073611635322525,6.09,100,16
MistralSmall119B,1,auc_kappa_based,16,1600,0.7124017856534667,4.81,100,16
MistralSmall119B,1,moment_law,16,1600,0.7160708561787582,2.54,100,16
MistralSmall119B,1,oracle,16,1600,0.7215170309191419,3.74,100,16
MistralSmall119B,1,uniform,32,3200,0.7054018047459565,32.0,100,16
MistralSmall119B,1,p_based,32,3200,0.7073611635322525,6.09,100,16
MistralSmall119B,1,auc_kappa_based,32,3200,0.7124017856534667,4.81,100,16
MistralSmall119B,1,moment_law,32,3200,0.7160708561787582,2.54,100,16
MistralSmall119B,1,oracle,32,3200,0.7215170309191419,3.74,100,16
MistralSmall119B,2,uniform,1,100,0.71,1.0,100,16
MistralSmall119B,2,p_based,1,100,0.71,1.0,100,16
MistralSmall119B,2,auc_kappa_based,1,100,0.71,1.0,100,16
MistralSmall119B,2,moment_law,1,100,0.71,1.0,100,16
MistralSmall119B,2,oracle,1,100,0.71,1.0,100,16
MistralSmall119B,2,uniform,2,200,0.70943359375,2.0,100,16
MistralSmall119B,2,p_based,2,200,0.7054676791357068,2.0,100,16
MistralSmall119B,2,auc_kappa_based,2,200,0.717528905937942,2.0,100,16
MistralSmall119B,2,moment_law,2,200,0.718854866574088,2.0,100,16
MistralSmall119B,2,oracle,2,200,0.72434732923414,2.0,100,16
MistralSmall119B,2,uniform,4,400,0.7080217933654785,4.0,100,16
MistralSmall119B,2,p_based,4,400,0.7015013921642574,4.0,100,16
MistralSmall119B,2,auc_kappa_based,4,400,0.7173428232510107,3.96,100,16
MistralSmall119B,2,moment_law,4,400,0.7189965195013293,2.37,100,16
MistralSmall119B,2,oracle,4,400,0.724456441002067,3.77,100,16
MistralSmall119B,2,uniform,8,800,0.7064118177595993,8.0,100,16
MistralSmall119B,2,p_based,8,800,0.7065866687774254,7.07,100,16
MistralSmall119B,2,auc_kappa_based,8,800,0.7173428232510107,3.96,100,16
MistralSmall119B,2,moment_law,8,800,0.7189965195013293,2.37,100,16
MistralSmall119B,2,oracle,8,800,0.724456441002067,3.77,100,16
MistralSmall119B,2,uniform,16,1600,0.7063636093204428,16.0,100,16
MistralSmall119B,2,p_based,16,1600,0.7065866687774254,7.07,100,16
MistralSmall119B,2,auc_kappa_based,16,1600,0.7173428232510107,3.96,100,16
MistralSmall119B,2,moment_law,16,1600,0.7189965195013293,2.37,100,16
MistralSmall119B,2,oracle,16,1600,0.724456441002067,3.77,100,16
MistralSmall119B,2,uniform,32,3200,0.7081085135152394,32.0,100,16
MistralSmall119B,2,p_based,32,3200,0.7065866687774254,7.07,100,16
MistralSmall119B,2,auc_kappa_based,32,3200,0.7173428232510107,3.96,100,16
MistralSmall119B,2,moment_law,32,3200,0.7189965195013293,2.37,100,16
MistralSmall119B,2,oracle,32,3200,0.724456441002067,3.77,100,16
MistralSmall119B,3,uniform,1,100,0.708125,1.0,100,16
MistralSmall119B,3,p_based,1,100,0.708125,1.0,100,16
MistralSmall119B,3,auc_kappa_based,1,100,0.708125,1.0,100,16
MistralSmall119B,3,moment_law,1,100,0.708125,1.0,100,16
MistralSmall119B,3,oracle,1,100,0.708125,1.0,100,16
MistralSmall119B,3,uniform,2,200,0.70888671875,2.0,100,16
MistralSmall119B,3,p_based,2,200,0.7064317863276393,2.0,100,16
MistralSmall119B,3,auc_kappa_based,2,200,0.7168920226724643,2.0,100,16
MistralSmall119B,3,moment_law,2,200,0.7149171023014186,1.89,100,16
MistralSmall119B,3,oracle,2,200,0.7248085137454089,2.0,100,16
MistralSmall119B,3,uniform,4,400,0.7093621635437012,4.0,100,16
MistralSmall119B,3,p_based,4,400,0.7054317053693143,4.0,100,16
MistralSmall119B,3,auc_kappa_based,4,400,0.7135817293782983,3.61,100,16
MistralSmall119B,3,moment_law,4,400,0.7149171023014186,1.89,100,16
