problem_idx,p,kappa,n_correct,n_incorrect,level,type
3,1.0,,48,0,3,
0,1.0,,48,0,2,
2,1.0,,48,0,3,
6,1.0,,48,0,3,
1,0.9375,0.0,45,3,5,
4,1.0,,48,0,2,
5,0.9791666666666666,0.14893617021276595,47,1,2,
8,1.0,,48,0,3,
10,0.9583333333333334,0.391304347826087,46,2,3,
7,0.0,,0,48,4,
9,0.10416666666666667,0.0,5,43,5,
12,0.9583333333333334,0.0,46,2,5,
11,0.0,,0,48,5,
13,1.0,,48,0,2,
14,0.9375,0.9629629629629629,45,3,1,
16,1.0,,48,0,1,
15,0.9583333333333334,0.0,46,2,5,
18,0.25,0.39351851851851855,12,36,1,
17,0.8958333333333334,0.11162790697674418,43,5,4,
19,0.16666666666666666,0.0,8,40,3,
20,0.0,,0,48,3,
22,0.9583333333333334,0.0,46,2,5,
21,0.08333333333333333,0.0,4,44,3,
24,0.8541666666666666,0.05226480836236934,41,7,5,
23,0.0,,0,48,5,
27,1.0,,48,0,2,
26,0.3125,0.00808080808080808,15,33,5,
28,1.0,,48,0,2,
25,0.0,,0,48,5,
30,1.0,,48,0,3,
29,1.0,,48,0,2,
32,1.0,,48,0,4,
31,0.0,,0,48,4,
33,0.8333333333333334,0.20625,40,8,4,
34,1.0,,48,0,4,
35,1.0,,48,0,2,
36,0.0,,0,48,2,
37,0.9791666666666666,0.02127659574468085,47,1,3,
38,0.9791666666666666,0.0851063829787234,47,1,1,
39,0.9791666666666666,0.44680851063829785,47,1,3,
40,0.7083333333333334,0.542016806722689,34,14,2,
42,1.0,,48,0,2,
41,0.9166666666666666,0.17613636363636365,44,4,4,
44,1.0,,48,0,5,
45,1.0,,48,0,3,
43,0.0,,0,48,5,
46,0.14583333333333334,0.0,7,41,2,
48,1.0,,48,0,2,
49,1.0,,48,0,4,
50,0.9375,0.3333333333333333,45,3,5,
51,1.0,,48,0,2,
47,1.0,,48,0,5,
52,1.0,,48,0,5,
53,1.0,,48,0,2,
54,1.0,,48,0,2,
55,1.0,,48,0,4,
56,1.0,,48,0,3,
57,1.0,,48,0,2,
59,1.0,,48,0,2,
58,0.9375,0.1037037037037037,45,3,1,
60,0.0,,0,48,5,
61,0.9791666666666666,0.0,47,1,3,
63,1.0,,48,0,5,
62,0.6041666666666666,0.0,29,19,5,
65,1.0,,48,0,1,
67,1.0,,48,0,4,
64,0.14583333333333334,0.07665505226480836,7,41,4,
66,0.0,,0,48,3,
68,1.0,,48,0,4,
69,0.9166666666666666,0.0,44,4,4,
70,1.0,,48,0,2,
71,0.4166666666666667,0.3821428571428571,20,28,4,
72,1.0,,48,0,2,
74,1.0,,48,0,2,
75,0.9791666666666666,0.6170212765957447,47,1,4,
73,0.4375,0.06172839506172839,21,27,4,
76,1.0,,48,0,2,
77,1.0,,48,0,1,
79,1.0,,48,0,1,
78,0.8958333333333334,0.0,43,5,4,
81,1.0,,48,0,3,
80,0.0,,0,48,5,
83,0.8958333333333334,0.0,43,5,2,
84,1.0,,48,0,4,
82,0.9791666666666666,0.0,47,1,5,
85,1.0,,48,0,4,
86,1.0,,48,0,1,
87,1.0,,48,0,1,
89,0.6458333333333334,0.7324478178368121,31,17,4,
90,0.9166666666666666,0.5795454545454546,44,4,3,
91,1.0,,48,0,3,
92,0.9375,0.5259259259259259,45,3,4,
