problem_idx,p,kappa,n_correct,n_incorrect,level,type
0,1.0,,48,0,2,
3,1.0,,48,0,3,
2,1.0,,48,0,3,
1,0.8125,0.7521367521367521,39,9,5,
5,1.0,,48,0,2,
6,1.0,,48,0,3,
4,0.9791666666666666,1.0,47,1,2,
8,1.0,,48,0,3,
7,0.0,,0,48,4,
10,0.8958333333333334,0.26976744186046514,43,5,3,
9,0.0,,0,48,5,
12,0.7083333333333334,0.7163865546218487,34,14,5,
13,1.0,,48,0,2,
14,0.875,0.6349206349206349,42,6,1,
11,0.0,,0,48,5,
16,1.0,,48,0,1,
15,0.7708333333333334,0.48402948402948404,37,11,5,
19,0.0,,0,48,3,
20,0.0,,0,48,3,
17,0.6666666666666666,0.83203125,32,16,4,
22,0.9791666666666666,1.0,47,1,5,
21,0.10416666666666667,0.5255813953488372,5,43,3,
18,0.020833333333333332,0.9574468085106383,1,47,1,
23,0.0,,0,48,5,
24,0.8541666666666666,0.7804878048780488,41,7,5,
25,0.0,,0,48,5,
26,0.0,,0,48,5,
28,1.0,,48,0,2,
27,1.0,,48,0,2,
29,1.0,,48,0,2,
30,1.0,,48,0,3,
32,1.0,,48,0,4,
31,0.0,,0,48,4,
33,0.9166666666666666,0.7102272727272727,44,4,4,
34,1.0,,48,0,4,
35,1.0,,48,0,2,
37,1.0,,48,0,3,
36,0.0,,0,48,2,
38,1.0,,48,0,1,
39,1.0,,48,0,3,
40,0.9583333333333334,0.5760869565217391,46,2,2,
42,1.0,,48,0,2,
41,0.5833333333333334,0.6339285714285714,28,20,4,
44,1.0,,48,0,5,
45,1.0,,48,0,3,
43,0.0,,0,48,5,
46,0.0,,0,48,2,
48,1.0,,48,0,2,
49,1.0,,48,0,4,
50,0.375,0.5833333333333334,18,30,5,
51,0.9583333333333334,0.7282608695652174,46,2,2,
52,1.0,,48,0,5,
47,1.0,,48,0,5,
53,1.0,,48,0,2,
54,1.0,,48,0,2,
55,1.0,,48,0,4,
56,1.0,,48,0,3,
59,1.0,,48,0,2,
58,1.0,,48,0,1,
57,0.9791666666666666,0.9574468085106383,47,1,2,
60,0.0,,0,48,5,
61,1.0,,48,0,3,
63,0.9791666666666666,0.9361702127659575,47,1,5,
62,0.041666666666666664,0.3695652173913043,2,46,5,
65,1.0,,48,0,1,
64,0.0625,0.8,3,45,4,
67,1.0,,48,0,4,
66,0.0,,0,48,3,
68,0.9583333333333334,0.8478260869565217,46,2,4,
70,1.0,,48,0,2,
69,0.8958333333333334,0.18604651162790697,43,5,4,
71,0.625,0.5833333333333334,30,18,4,
72,1.0,,48,0,2,
74,0.9166666666666666,0.8181818181818182,44,4,2,
75,1.0,,48,0,4,
73,0.0,,0,48,4,
77,1.0,,48,0,1,
76,1.0,,48,0,2,
79,1.0,,48,0,1,
78,0.875,0.7380952380952381,42,6,4,
81,1.0,,48,0,3,
80,0.0,,0,48,5,
83,0.16666666666666666,0.271875,8,40,2,
82,0.2916666666666667,0.7983193277310925,14,34,5,
84,1.0,,48,0,4,
85,1.0,,48,0,4,
86,1.0,,48,0,1,
87,1.0,,48,0,1,
89,0.4791666666666667,0.9008695652173913,23,25,4,
90,0.9791666666666666,0.9361702127659575,47,1,3,
91,1.0,,48,0,3,
93,1.0,,48,0,4,
92,0.9166666666666666,0.5852272727272727,44,4,4,
94,0.0,,0,48,5,
95,1.0,,48,0,2,
88,0.0,,0,48,5,
96,0.0,,0,48,5,
97,0.875,0.43253968253968256,42,6,1,
98,0.0,,0,48,2,
99,0.0,,0,48,3,
100,0.0,,0,48,5,
101,0.0,,0,48,5,
102,0.0,,0,48,1,
105,1.0,,48,0,3,
104,0.0,,0,48,4,
103,0.0,,0,48,5,
106,0.0,,0,48,2,
107,1.0,,48,0,2,
109,0.041666666666666664,0.8152173913043478,2,46,5,
111,1.0,,48,0,3,
110,0.0,,0,48,4,
108,0.2916666666666667,0.5840336134453782,14,34,3,
112,1.0,,48,0,4,
114,1.0,,48,0,3,
115,0.6875,0.36363636363636365,33,15,2,
