problem_idx,p,kappa,n_correct,n_incorrect,level,type
3,0.8541666666666666,0.5923344947735192,41,7,3,
2,0.875,0.8452380952380952,42,6,3,
1,0.6666666666666666,0.7578125,32,16,5,
0,0.9375,0.7185185185185186,45,3,2,
5,0.9375,0.7555555555555555,45,3,2,
6,0.75,0.46064814814814814,36,12,3,
4,0.22916666666666666,0.5700245700245701,11,37,2,
7,0.2916666666666667,0.4726890756302521,14,34,4,
8,0.9791666666666666,1.0,47,1,3,
9,0.16666666666666666,0.63125,8,40,5,
10,0.3958333333333333,0.542649727767695,19,29,3,
12,0.5625,0.527336860670194,27,21,5,
11,0.0,,0,48,5,
14,0.20833333333333334,0.6789473684210526,10,38,1,
13,1.0,,48,0,2,
16,1.0,,48,0,1,
15,0.020833333333333332,0.723404255319149,1,47,5,
18,0.0,,0,48,1,
17,0.20833333333333334,0.37894736842105264,10,38,4,
20,0.020833333333333332,0.3829787234042553,1,47,3,
19,0.3958333333333333,0.6206896551724138,19,29,3,
21,0.0,,0,48,3,
22,0.5416666666666666,0.5961538461538461,26,22,5,
23,0.0,,0,48,5,
24,0.14583333333333334,0.43902439024390244,7,41,5,
26,0.041666666666666664,0.6304347826086957,2,46,5,
25,0.0,,0,48,5,
28,0.5625,0.7671957671957672,27,21,2,
27,0.0,,0,48,2,
29,0.041666666666666664,0.9456521739130435,2,46,2,
30,0.8333333333333334,0.84375,40,8,3,
32,0.6666666666666666,0.869140625,32,16,4,
31,0.0,,0,48,4,
33,0.3958333333333333,0.5607985480943739,19,29,4,
35,0.875,0.9047619047619048,42,6,2,
34,0.5416666666666666,0.6118881118881119,26,22,4,
36,0.0,,0,48,2,
37,0.6458333333333334,0.4971537001897533,31,17,3,
38,0.9583333333333334,0.9456521739130435,46,2,1,
39,0.75,0.5648148148148148,36,12,3,
40,0.9375,0.7777777777777778,45,3,2,
41,0.4375,0.6137566137566137,21,27,4,
42,1.0,,48,0,2,
43,0.0,,0,48,5,
44,0.8958333333333334,0.49767441860465117,43,5,5,
45,0.9791666666666666,0.9787234042553191,47,1,3,
48,0.5625,0.6278659611992945,27,21,2,
46,0.3333333333333333,0.525390625,16,32,2,
49,0.9583333333333334,1.0,46,2,4,
47,0.8541666666666666,0.5017421602787456,41,7,5,
50,0.25,0.6666666666666666,12,36,5,
52,0.9791666666666666,0.2978723404255319,47,1,5,
53,0.875,0.623015873015873,42,6,2,
51,0.625,0.4351851851851852,30,18,2,
54,0.9583333333333334,0.9130434782608695,46,2,2,
55,0.9375,0.7925925925925926,45,3,4,
57,0.7916666666666666,0.4605263157894737,38,10,2,
56,0.9583333333333334,0.8152173913043478,46,2,3,
59,0.9166666666666666,0.35795454545454547,44,4,2,
58,0.375,0.49074074074074076,18,30,1,
61,0.20833333333333334,0.5394736842105263,10,38,3,
