quantity,count,mean,std,min,q10,median,q90,max
p,119,0.4387248063287815,0.3791528854111837,0.0,0.0019042968750000002,0.34814453125,0.955078125,0.9951171875
kappa,112,0.5570388768332379,0.13263835834933765,0.060576453346360526,0.39286274579542146,0.5731967471469597,0.7104270796006636,0.8579994336393596
f_N8,119,0.46473806328526357,0.3979856033503237,0.0,0.00036379179482725715,0.3957510208239211,0.9839244232616245,0.9991743572137193
f_N48,119,0.45410192983679737,0.4088696550075247,0.0,2.5834260800373696e-08,0.37713522865532473,0.9895693857667267,0.9999994604346932
f_N128,119,0.43914537252215907,0.41125459813048026,0.0,1.6499333977255752e-17,0.319569514336445,0.9944260777972911,0.999999999999977
f_N256,119,0.4225959796784368,0.41243187354029814,0.0,1.381404030220132e-32,0.25421856302607626,0.998588906552916,1.0
f_N1024,119,0.37528255479784106,0.41517556448162224,0.0,3.943721301156316e-124,0.10960913065201783,0.9999999700744957,1.0
