model,problem_idx,K,N,estimator,predicted,actual,abs_error,difficulty_bin
"3B",0,2,2,"raw_plugin",1.0,0.75,0.25,"medium"
"3B",0,2,2,"hierarchical_shrinkage",0.7575757575757576,0.75,0.007575757575757569,"medium"
"3B",0,2,2,"tail_smoothed_moment",1.0,0.75,0.25,"medium"
"3B",0,2,2,"oracle_full_distribution",0.8125,0.75,0.0625,"medium"
"3B",1,2,1,"raw_plugin",0.0,0.0,0.0,"no_correct"
"3B",1,2,1,"hierarchical_shrinkage",0.8080808080808082,0.0,0.8080808080808082,"no_correct"
"3B",1,2,1,"tail_smoothed_moment",0.0,0.0,0.0,"no_correct"
"3B",1,2,1,"oracle_full_distribution",0.125,0.0,0.125,"no_correct"
"3B",1,2,2,"raw_plugin",0.0,0.0,0.0,"no_correct"
"3B",1,2,2,"hierarchical_shrinkage",0.7272727272727273,0.0,0.7272727272727273,"no_correct"
"3B",1,2,2,"tail_smoothed_moment",0.0,0.0,0.0,"no_correct"
"3B",1,2,2,"oracle_full_distribution",0.015625,0.0,0.015625,"no_correct"
"3B",2,2,1,"raw_plugin",1.0,1.0,0.0,"all_correct"
"3B",2,2,1,"hierarchical_shrinkage",0.8383838383838385,1.0,0.16161616161616155,"all_correct"
"3B",2,2,1,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"3B",2,2,1,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"3B",2,2,2,"raw_plugin",1.0,1.0,0.0,"all_correct"
"3B",2,2,2,"hierarchical_shrinkage",0.7575757575757576,1.0,0.24242424242424243,"all_correct"
"3B",2,2,2,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"3B",2,2,2,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"3B",0,4,1,"raw_plugin",0.75,0.5,0.25,"medium"
"3B",0,4,1,"hierarchical_shrinkage",0.8284313725490196,0.5,0.32843137254901955,"medium"
"3B",0,4,1,"tail_smoothed_moment",0.75,0.5,0.25,"medium"
"3B",0,4,1,"oracle_full_distribution",0.75,0.5,0.25,"medium"
"3B",0,4,2,"raw_plugin",0.8125,0.75,0.0625,"medium"
"3B",0,4,2,"hierarchical_shrinkage",0.7536764705882353,0.75,0.003676470588235281,"medium"
"3B",0,4,2,"tail_smoothed_moment",0.8125,0.75,0.0625,"medium"
"3B",0,4,2,"oracle_full_distribution",0.8125,0.75,0.0625,"medium"
"3B",1,4,1,"raw_plugin",0.0,0.0,0.0,"no_correct"
"3B",1,4,1,"hierarchical_shrinkage",0.7843137254901961,0.0,0.7843137254901961,"no_correct"
"3B",1,4,1,"tail_smoothed_moment",0.0,0.0,0.0,"no_correct"
"3B",1,4,1,"oracle_full_distribution",0.125,0.0,0.125,"no_correct"
"3B",1,4,2,"raw_plugin",0.0,0.0,0.0,"no_correct"
"3B",1,4,2,"hierarchical_shrinkage",0.7058823529411764,0.0,0.7058823529411764,"no_correct"
"3B",1,4,2,"tail_smoothed_moment",0.0,0.0,0.0,"no_correct"
"3B",1,4,2,"oracle_full_distribution",0.015625,0.0,0.015625,"no_correct"
"3B",2,4,1,"raw_plugin",1.0,1.0,0.0,"all_correct"
"3B",2,4,1,"hierarchical_shrinkage",0.8431372549019608,1.0,0.1568627450980392,"all_correct"
"3B",2,4,1,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"3B",2,4,1,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"3B",2,4,2,"raw_plugin",1.0,1.0,0.0,"all_correct"
"3B",2,4,2,"hierarchical_shrinkage",0.7647058823529411,1.0,0.23529411764705888,"all_correct"
"3B",2,4,2,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"3B",2,4,2,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"70B",0,1,1,"raw_plugin",1.0,1.0,0.0,"all_correct"
"70B",0,1,1,"hierarchical_shrinkage",1.0,1.0,0.0,"all_correct"
"70B",0,1,1,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"70B",0,1,1,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"70B",0,1,2,"raw_plugin",1.0,1.0,0.0,"all_correct"
"70B",0,1,2,"hierarchical_shrinkage",1.0,1.0,0.0,"all_correct"
"70B",0,1,2,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"70B",0,1,2,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"70B",1,1,1,"raw_plugin",1.0,1.0,0.0,"all_correct"
"70B",1,1,1,"hierarchical_shrinkage",1.0,1.0,0.0,"all_correct"
"70B",1,1,1,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"70B",1,1,1,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"70B",1,1,2,"raw_plugin",1.0,1.0,0.0,"all_correct"
"70B",1,1,2,"hierarchical_shrinkage",1.0,1.0,0.0,"all_correct"
"70B",1,1,2,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"70B",1,1,2,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"70B",2,1,1,"raw_plugin",1.0,1.0,0.0,"all_correct"
"70B",2,1,1,"hierarchical_shrinkage",1.0,1.0,0.0,"all_correct"
"70B",2,1,1,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"70B",2,1,1,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"70B",2,1,2,"raw_plugin",1.0,1.0,0.0,"all_correct"
"70B",2,1,2,"hierarchical_shrinkage",1.0,1.0,0.0,"all_correct"
"70B",2,1,2,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"70B",2,1,2,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"70B",0,2,1,"raw_plugin",1.0,1.0,0.0,"all_correct"
"70B",0,2,1,"hierarchical_shrinkage",1.0,1.0,0.0,"all_correct"
"70B",0,2,1,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"70B",0,2,1,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"70B",0,2,2,"raw_plugin",1.0,1.0,0.0,"all_correct"
"70B",0,2,2,"hierarchical_shrinkage",1.0,1.0,0.0,"all_correct"
"70B",0,2,2,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"70B",0,2,2,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"70B",1,2,1,"raw_plugin",1.0,1.0,0.0,"all_correct"
"70B",1,2,1,"hierarchical_shrinkage",1.0,1.0,0.0,"all_correct"
"70B",1,2,1,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"70B",1,2,1,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"70B",1,2,2,"raw_plugin",1.0,1.0,0.0,"all_correct"
"70B",1,2,2,"hierarchical_shrinkage",1.0,1.0,0.0,"all_correct"
"70B",1,2,2,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"70B",1,2,2,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"70B",2,2,1,"raw_plugin",1.0,1.0,0.0,"all_correct"
"70B",2,2,1,"hierarchical_shrinkage",1.0,1.0,0.0,"all_correct"
"70B",2,2,1,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"70B",2,2,1,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"70B",2,2,2,"raw_plugin",1.0,1.0,0.0,"all_correct"
"70B",2,2,2,"hierarchical_shrinkage",1.0,1.0,0.0,"all_correct"
"70B",2,2,2,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"70B",2,2,2,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"70B",0,4,1,"raw_plugin",1.0,1.0,0.0,"all_correct"
"70B",0,4,1,"hierarchical_shrinkage",1.0,1.0,0.0,"all_correct"
"70B",0,4,1,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"70B",0,4,1,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"70B",0,4,2,"raw_plugin",1.0,1.0,0.0,"all_correct"
"70B",0,4,2,"hierarchical_shrinkage",1.0,1.0,0.0,"all_correct"
"70B",0,4,2,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"70B",0,4,2,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"70B",1,4,1,"raw_plugin",1.0,1.0,0.0,"all_correct"
"70B",1,4,1,"hierarchical_shrinkage",1.0,1.0,0.0,"all_correct"
"70B",1,4,1,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"70B",1,4,1,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"70B",1,4,2,"raw_plugin",1.0,1.0,0.0,"all_correct"
"70B",1,4,2,"hierarchical_shrinkage",1.0,1.0,0.0,"all_correct"
"70B",1,4,2,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"70B",1,4,2,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"70B",2,4,1,"raw_plugin",1.0,1.0,0.0,"all_correct"
"70B",2,4,1,"hierarchical_shrinkage",1.0,1.0,0.0,"all_correct"
"70B",2,4,1,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"70B",2,4,1,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
"70B",2,4,2,"raw_plugin",1.0,1.0,0.0,"all_correct"
"70B",2,4,2,"hierarchical_shrinkage",1.0,1.0,0.0,"all_correct"
"70B",2,4,2,"tail_smoothed_moment",1.0,1.0,0.0,"all_correct"
"70B",2,4,2,"oracle_full_distribution",1.0,1.0,0.0,"all_correct"
